dim_01,dim_02,dim_03,dim_04,dim_05,dim_06,dim_07,dim_08,dim_09,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19,dim_20,dim_21
-0.05648239964022235,-0.7214043243584015,1.233218008404056,0.7950637105481416,1.152711489849378,-0.2091434252410419,-0.15936579856400102,1.727788199833112,-0.014080425265344775,-0.27688080984141283,-0.016079322090585067,-0.12250271392101489,0.08324719630796384,-0.02430904695964033,-0.023945077737259075,-0.23123588478134724,0.06324234597390746,0.1003668128926192,-0.08405676448710768,0.09749030385246463,-0.2847756820196652
-0.030384927391349216,-1.0978534687593795,-0.9567104393232773,0.1866328150781301,1.188670927163984,-0.5695330518333638,0.17415972361251708,1.1163457269699197,0.06375169221171043,-0.13569916399014098,-0.0055417613377144945,-0.3182468319377921,0.17619913921095665,-0.05500641781307211,0.0645949266769299,-0.23835566515689668,-0.1030383512972742,0.26081359926546616,-0.05435115240665457,0.13346659573179828,-0.13553356929908306
0.9643039435840632,-1.3475226459498002,0.018860611067297202,-0.6469501582440225,3.565128079234308,0.1838764126678854,-0.3671581069750836,-0.8198887704301899,-0.2414972353942199,-0.14335114496257934,-0.09743899107429298,-0.07613873043312858,0.39898185256157614,-0.03487084717587744,0.24615213662099622,-0.0865123951106979,0.11961281146553054,-0.0829245633663161,-0.04625715429681001,-0.08344920127458268,0.07721251431943063
-0.46494205784979437,-1.3436317914477443,-0.4665412078369791,-0.5140436933399373,-0.12521331310352757,-0.3608630504543741,-0.9106597718091615,-0.8198887704301899,-0.5086034913922702,0.22447434105101938,-0.31410753827221194,0.4397838157949939,0.4370035701131152,-0.05041018663290818,0.2755465682733733,0.11005708466409378,0.0027683379225702993,-0.305470615759355,0.03456231697295199,0.4173128504178134,-0.26885478815244895
-2.2770127179121253,-1.5971917258688584,-0.4681205404039892,0.32788119936420307,2.9256514954886073,-0.06641055125310692,-2.723635565978303,-1.0237029280512542,-0.29682812142721304,-0.2901381303473183,0.04574094631265954,0.5060850809347452,0.2996317052918488,-0.36095784626542765,0.0501193559408333,-0.3891255859764498,0.14165748255105526,0.041566021664238936,-0.04950843696237285,0.14514390950738837,-0.10927167732449074
-0.7349307908581395,-1.3488195650266979,0.5071919485050657,-0.42466260756867086,0.8066969393057278,-1.1056167159127177,-0.28240139580754936,-0.3103533763775294,-0.5157754005549829,-0.14786546496066771,-0.01644426031330365,0.10216577287192002,0.20435747838547136,0.13585174949349,-0.012135138665622155,-0.031247215916038146,-0.22242393248824108,0.040346121536615424,0.08170021318353345,-0.0011331260010292938,-0.11985445164430103
2.403311608880861,-0.0657773981078421,0.9933436886162929,2.1778022297640067,-0.8619803958074768,0.8022698546037379,1.1196775420614866,-0.8198887704301899,0.5555536439753456,-0.37267331452353214,-0.00926591305681912,-0.03746482189658437,0.030354177483857485,0.02811727757038468,0.023675022878410876,0.060561862366768145,-0.03178465393790319,0.04774777327380379,-0.1389259763978744,0.022568202378671645,0.08931288812014815
3.4181123912529383,5.289145680252636,0.991441600602322,2.389754492030757,0.06119349628086354,0.7899077488201013,0.6134438901327556,1.3201598845909839,0.7064708535921432,0.07632768077589175,-0.24319392413631552,0.1943960910910639,-0.05373130685520512,0.45323440803431125,-0.03591312747670607,0.07744912460542518,-0.10358109558350233,-0.07104542805104366,-0.01019461711309027,0.04065204763159751,0.007075083821737903
0.5094201460113678,3.6231695790055887,0.992499364321248,2.695389364817591,-0.43851720635509295,0.729906944045842,0.30640072034231464,-0.6160746128091259,0.5842662085872421,-0.271793483221697,-0.16063256294929673,0.061153928149149495,-0.007036271768539288,0.15766531509811138,-0.34297398499724413,0.07481231688760223,-0.08217208711365889,-0.177894279070559,-0.10875746259453412,0.07450558501592414,-0.051872862402202194
-0.16422469711790516,2.9091798352241915,0.9929331668774488,2.674115108711038,-0.6477079312201937,0.7261020079131592,0.6883877223669073,1.4220669634015164,0.6179010738624675,-0.27334681830392926,-0.14039130754133972,0.10438999981573543,0.018088789143374126,0.20339777112725338,-0.3471848971922893,0.1726082161108577,-0.07448063242106712,-0.10606666430752779,-0.07504664461015109,0.004956781523153957,-0.07451818941956169
