LINK_index,ATBG01,ATBR01A,ATBR01B,ATBR02A,ATBR02B,ATBR04,ATBR05,ATBGEAS,ATBGSOS,ATBGTJS,ATBGSLI,ATDGLIHY,ATDGRIHY,ITLANG_TQ,LCID_TQ,ATBG02,ATBG03,ATBG04,ATBG05AA,ATBG05AB,ATBG05AC,ATBG05AD,ATBG05BA,ATBG05BB,ATBG05BC,ATBG05BD,ATBG05BE,ATBG05BF,ATBG05BG,ATBG05BH,ATBG05BI,ATBG05BJ,ATBG05BK,ATBG06,ATBG07AA,ATBG07BA,ATBG07AB,ATBG07BB,ATBG07AC,ATBG07BC,ATBG07AD,ATBG07BD,ATBG07AE,ATBG07BE,ATBG07AF,ATBG07BF,ATBG07AG,ATBG07BG,ATBG08A,ATBG08B,ATBG08C,ATBG08D,ATBG08E,ATBG09A,ATBG09B,ATBG09C,ATBG09D,ATBG10A,ATBG10B,ATBG10C,ATBG10D,ATBG10E,ATBG10F,ATBG10G,ATBG10H,ATBG10I,ATBG10J,ATBG10K,ATBG10L,ATBG11A,ATBG11B,ATBG11C,ATBG11D,ATBG11E,ATBG11F,ATBG11G,ATBG11H,ATBG11I,ATBG12A,ATBG12B,ATBG12C,ATBG12D,ATBG12E,ATBG12F,ATBR03A,ATBR03B,ATBR03C,ATBR03D,ATBR03E,ATBR03F,ATBR03G,ATBR03H,ATBR06A,ATBR06B,ATBR06C,ATBR06D,ATBR06E,ATBR07AA,ATBR07AB,ATBR07AC,ATBR07AD,ATBR07BA,ATBR07BB,ATBR07BC,ATBR07BD,ATBR08A,ATBR08B,ATBR08C,ATBR08D,ATBR08E,ATBR08F,ATBR08G,ATBR08H,ATBR09A,ATBR09B,ATBR09C,ATBR09D,ATBR09E,ATBR09F,ATBR09G,ATBR09H,ATBR09I,ATBR10A,ATBR10B,ATBR10C,ATBR10D,ATBR10E,ATBR10F,ATBR10G,ATBR10H,ATBR10I,ATBR10J,ATBR10K,ATBR10L,ATBR11A,ATBR11B,ATBR11C,ATBR11D,ATBR11E,ATBR12A,ATBR12BA,ATBR12BB,ATBR12BC,ATBR12BD,ATBR12C,ATBR12DA,ATBR12DB,ATBR12DC,ATBR12EA,ATBR12EB,ATBR12EC,ATBR12ED,ATBR12EE,ATBR13A,ATBR13B,ATBR13C,ATBR13D,ATBR13E,ATBR14,ATBR15,ATBR16,ATBR17A,ATBR17B,ATBR17C,ATBR18A,ATBR18B,ATBR18C,ATBR18D,ATBR18E,ATBR19,ATDGEAS,ATDGSOS,ATDGTJS,ATDGSLI,cluster,cluster_cat
44650315031036503103064,15,34,34,5,3.0000000000000004,280,90,7.63433,12.35702,10.39017,9.1022,182,58.5,10,5124,1,3.0000000000000004,5,1,1,1,2,3,3,2,2,2,2,1,1,1,1,2,1,1,2,2,2,1,1,1,3,1,3,1,1,1,2,1,1,1,1,1,2,3,2,1,3,3,2,3,3,3,4,3,4,3,3,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,3,1,2,1,2,3,1,2,3,4,2,2,2,2,3,4,4,3,3,3,3,1,1,2,2,2,3,3,4,3,2,3,2,1,2,3,2,3,1,2,2,3,3,2,2,4,3,3,4,4,2,1,2,3,3,2,2,2,2,2,4,3,3,3,4,4,4,4,4,1,4,3,1,1,4,4,2,1,2,1,1,1,1,1,1,5,3,1,1,2,2,TEA_2
44650315031044503104044,20,35,35,5,6.000000000000001,280,90,8.83963,10.96579,8.0184,9.68037,182,58.5,10,5124,1,4,5,1,2,1,2,3,3,3,3,3,3,2,3,3,3,3,2,1,1,1,1,1,1,1,2,2,2,1,2,2,2,2,2,1,1,2,1,2,2,1,2,2,2,2,2,3,4,3,3,3,3,2,1,1,2,2,1,1,1,2,1,2,2,2,2,2,3,2,2,2,1,1,2,1,3,2,3,2,3,3,3,3,3,4,3,3,3,4,1,1,1,1,1,1,2,4,3,3,1,2,3,2,2,3,3,2,2,2,2,3,2,2,3,3,3,3,3,3,2,2,3,4,2,2,2,2,2,4,3,3,3,4,4,4,4,4,1,4,1,1,1,2,3,2,1,1,1,1,1,2,2,3,1,3,1,2,2,2,TEA_2
44650315031045503104054,20,34,34,3,7,280,90,8.83963,10.96579,8.0184,9.1022,182,58.5,10,5124,1,4,5,1,2,1,2,3,3,3,3,3,3,2,3,3,2,3,2,1,1,1,1,1,1,1,1,1,2,1,2,1,2,2,2,1,1,2,1,2,2,1,2,2,2,2,2,3,4,3,3,3,3,2,1,1,2,2,1,1,1,2,1,2,2,2,2,2,3,2,2,2,1,2,2,2,2,2,3,3,3,3,3,3,4,4,3,3,4,4,2,2,2,2,2,2,3,4,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,3,4,3,4,3,3,3,3,3,3,4,2,2,2,2,2,4,3,3,3,4,4,4,4,4,1,4,1,1,1,2,2,2,1,1,1,2,1,2,1,3,1,3,1,2,2,2,TEA_2
44650325032011503201014,4,28,28,0,0,240.00000000000003,50,5.5941,8.99685,6.680299999999999,9.68037,156,32.5,10,5124,1,3.0000000000000004,5,2,2,2,1,3,2,3,2,3,2,2,2,2,1,2,3,2,1,2,2,2,2,1,1,1,1,1,2,2,2,1,2,1,2,2,2,2,1,1,3,3,3,3,3,4,4,4,4,3,4,3,1,1,2,2,2,2,2,2,2,2,2,2,3,3,3,2,2,2,1,2,2,2,1,3,4,3,3,3,2,3,4,4,2,3,4,4,1,1,3,2,2,2,3,4,3,3,3,3,3,3,3,1,3,2,2,2,3,3,3,3,3,3,3,4,4,3,3,3,4,4,2,2,2,2,2,4,3,3,3,4,4,4,4,4,1,4,1,1,2,4,2,3,2,2,1,1,1,2,2,2,5,3,2,3,2,3,TEA_3
44650325032022503202024,35,28,28,0,3.0000000000000004,240.00000000000003,50,6.67793,7.87142,3.83998,10.27928,156,32.5,10,5124,1,5,5,1,2,1,1,2,2,3,2,1,2,1,1,2,2,2,3,1,1,2,2,2,1,1,1,1,2,1,1,1,1,1,3,1,1,2,3,2,2,2,3,3,3,3,4,3,3,3,4,3,3,3,1,1,3,2,2,2,3,3,2,3,3,3,3,3,3,2,2,1,2,1,2,1,2,1,4,3,3,4,1,4,4,3,1,4,3,4,2,2,1,2,2,1,3,3,3,4,2,2,2,1,1,3,3,1,1,1,1,1,1,2,2,2,2,4,4,3,1,1,3,4,1,2,1,1,2,2,3,3,3,4,4,3,3,4,1,3,1,1,2,1,1,2,2,1,1,1,1,1,1,2,5,3,2,3,2,3,TEA_3
44650345034011503401014,27,35,35,0,0,320,40,12.58648,13.6815,9.27422,11.57611,208,26,10,5124,1,5,5,2,2,1,2,3,3,3,2,2,2,3,2,3,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,2,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,2,1,2,1,1,2,1,1,2,4,1,3,3,3,4,4,3,4,4,4,4,3,1,1,1,1,2,1,4,2,2,3,2,2,3,4,1,3,1,1,2,1,3,1,1,3,1,2,4,4,3,3,2,4,3,1,1,2,1,2,3,3,3,3,3,3,3,3,3,1,3,3,1,1,3,2,2,2,2,2,1,1,1,3,2,5,2,1,2,1,6,TEA_6
44650345034022503402024,3.0000000000000004,34,34,0,0,320,40,12.58648,13.6815,8.0184,11.57611,208,26,10,5124,1,1,5,1,2,2,2,3,2,3,3,3,3,2,2,3,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,2,3,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,3,2,1,2,1,1,2,1,1,2,4,1,3,3,3,4,4,3,4,4,4,4,1,1,1,1,1,2,1,4,2,2,3,2,2,3,4,1,3,1,1,2,1,3,1,1,3,1,2,4,4,3,3,2,4,3,1,1,2,1,2,3,3,3,3,3,3,3,3,3,1,3,3,1,1,3,2,2,2,2,2,1,1,1,3,2,5,2,1,2,1,6,TEA_6
44650345034033503403034,4,34,34,0,0,320,40,12.58648,13.6815,9.82876,11.57611,208,26,10,5124,1,2,5,1,1,1,2,3,3,3,2,2,2,2,2,3,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,2,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,2,1,2,1,1,2,1,1,2,4,1,3,3,3,4,4,3,4,4,4,4,3,1,1,1,1,2,1,4,2,2,3,2,2,3,4,1,3,1,1,2,1,3,1,1,3,1,2,4,4,3,3,2,4,3,1,1,2,1,2,3,3,3,3,3,3,3,3,3,1,3,3,1,1,3,2,2,2,2,2,1,1,1,3,2,5,2,1,2,1,6,TEA_6
44650345034044503404044,6.000000000000001,35,35,0,0,320,40,12.58648,13.6815,9.82876,11.57611,208,26,10,5124,1,3.0000000000000004,5,2,2,2,1,3,2,3,2,2,2,1,1,3,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,3,2,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,3,2,1,2,1,1,2,1,1,2,4,1,3,3,3,4,4,3,4,4,4,4,3,1,1,1,1,2,1,4,2,2,3,2,2,3,4,1,3,1,1,1,1,1,3,1,3,1,2,4,4,3,3,2,4,3,1,1,1,1,2,3,3,3,3,3,3,3,3,3,1,3,3,1,1,3,2,2,2,2,2,1,1,1,3,2,5,2,1,2,1,6,TEA_6
44650355035011503501014,26,35,35,0,1,240.00000000000003,315,9.44107,12.35702,13.241339999999996,15.07968,140,183.75,10,5124,1,4,5,1,1,1,2,2,2,2,2,2,2,1,2,2,1,2,2,1,1,1,1,2,2,1,2,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,2,2,3,3,3,3,2,3,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,2,3,1,2,3,4,2,2,3,3,3,1,1,1,1,2,2,2,3,1,1,1,1,2,1,3,1,2,1,1,1,1,1,1,1,2,2,2,4,4,2,1,1,2,2,1,2,2,1,2,2,2,2,2,3,3,3,4,3,1,4,3,1,1,2,2,2,2,2,1,1,1,2,2,2,2,2,1,1,1,1,TEA_1
44650355035022503502024,9,34,34,0,2,360,200,8.83963,10.40627,13.241339999999996,9.68037,210,116.66667,10,5124,1,3.0000000000000004,5,1,2,2,2,3,3,3,2,2,3,2,2,3,2,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,2,1,1,1,2,3,2,1,2,2,3,3,2,2,3,3,3,2,3,3,1,1,2,1,1,2,1,2,2,1,1,1,1,1,1,2,1,2,2,2,1,2,2,1,3,2,2,1,2,3,4,3,3,3,2,3,2,1,1,1,2,1,2,3,1,3,1,2,2,2,3,3,3,1,1,1,2,3,2,2,2,2,3,4,4,2,1,2,2,3,2,2,2,2,2,4,3,3,3,4,4,4,4,4,1,3,3,1,2,3,3,2,2,2,1,1,1,2,2,2,2,3,1,1,2,5,TEA_5
44650355035023503502034,9,35,35,0,2,360,200,8.83963,10.40627,13.241339999999996,9.68037,210,116.66667,10,5124,1,3.0000000000000004,5,1,2,2,2,3,3,3,2,2,3,2,2,3,2,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,2,1,1,1,2,3,2,1,2,2,3,3,2,2,3,3,3,2,3,3,1,1,2,1,1,2,1,2,2,1,1,1,1,1,1,2,1,2,2,2,1,2,2,1,3,2,2,1,2,3,4,3,3,3,2,3,2,1,1,1,2,1,2,3,1,3,1,2,2,2,3,3,3,1,1,1,2,3,2,2,2,2,3,4,4,2,1,2,2,3,2,2,2,2,2,4,3,3,3,4,4,4,4,4,1,3,3,1,2,3,3,2,2,2,1,1,1,2,2,2,2,3,1,1,2,5,TEA_5
44650365036011503601014,8,37,37,37,2,240.00000000000003,80,11.90844,11.59162,6.680299999999999,10.27928,156,52,10,5124,1,3.0000000000000004,5,2,2,2,1,1,3,2,1,1,2,1,1,2,1,1,1,1,1,2,2,2,2,2,1,1,2,2,1,2,1,1,1,1,2,2,1,1,1,1,2,2,2,2,1,2,2,2,1,1,2,2,1,1,1,2,1,2,1,1,1,2,2,2,3,3,3,2,2,2,1,1,2,1,2,3,3,3,2,3,1,4,4,3,2,3,2,3,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,1,2,2,2,2,2,2,2,2,4,3,3,3,4,4,4,4,4,1,2,2,1,1,3,3,2,2,2,1,1,1,1,1,1,5,2,1,3,2,2,TEA_2
44650365036022503602024,9,37,37,0,2,200,195.00000000000003,9.7433,11.59162,7.334360000000001,12.34223,130,126.75,10,5124,1,3.0000000000000004,5,1,2,2,2,3,2,3,3,2,3,2,2,2,2,2,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,1,2,2,3,3,3,2,2,2,3,2,3,4,2,2,2,2,2,2,1,1,2,1,1,2,1,1,1,2,2,2,3,3,2,2,1,1,1,1,2,1,1,1,4,3,3,2,2,4,4,3,3,4,3,3,2,1,3,1,2,2,4,2,3,4,2,2,2,2,3,4,4,2,3,2,2,3,2,2,3,3,4,3,4,2,1,2,3,3,1,2,1,1,2,2,2,2,3,2,3,4,3,4,2,1,1,4,2,4,2,2,2,3,1,2,1,1,1,3,5,2,1,2,1,6,TEA_6
44650365036033503603034,6.000000000000001,37,37,0,0,200,120,11.27266,9.42597,13.241339999999996,10.27928,130,78,10,5124,1,2,6,1,2,2,2,3,2,3,2,2,3,1,1,3,1,2,3,1,2,2,1,1,1,2,2,1,2,1,1,1,2,1,2,1,1,2,2,3,2,2,2,2,2,2,3,2,2,1,2,1,2,2,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,2,1,2,1,1,2,2,2,1,4,4,3,3,3,4,4,4,1,4,4,3,1,2,2,2,2,2,1,3,2,2,1,2,2,3,3,3,2,1,1,1,2,3,1,1,3,2,2,4,4,3,2,1,1,3,2,2,2,2,2,4,3,3,3,4,4,4,4,4,1,2,2,1,2,4,2,1,2,1,1,1,1,2,2,1,5,2,2,1,2,6,TEA_6
44650375037011503701014,23,33,33,0,5,280,355,10.35049,13.6815,13.241339999999996,9.1022,182,230.75,10,5124,1,4,6,1,2,1,1,3,3,3,3,2,3,2,2,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,2,2,2,2,2,2,3,2,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,2,2,3,4,1,2,2,1,2,4,1,1,2,3,3,1,1,1,2,2,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,1,1,2,1,2,2,2,1,3,3,3,3,1,4,4,1,1,1,5,3,1,2,1,1,1,1,1,1,5,2,1,1,2,1,TEA_1
44650375037014503701044,8,32,32,0,3.0000000000000004,280,280,8.83963,10.96579,3.83998,8.0267,182,182,10,5124,1,3.0000000000000004,5,1,1,1,1,3,3,2,3,2,2,2,2,2,1,2,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,3,2,2,3,4,2,3,3,3,2,1,1,1,2,1,2,1,1,2,3,3,3,3,3,3,2,2,2,1,1,3,3,3,3,4,2,3,3,1,1,3,3,2,3,3,3,1,1,1,2,2,1,1,2,1,2,2,2,2,2,2,1,2,1,2,1,2,1,1,1,2,1,1,3,3,1,3,2,3,3,2,2,2,2,2,4,3,3,3,4,4,4,4,4,1,4,4,1,1,3,5,2,1,2,1,2,1,1,1,1,5,3,1,3,2,3,TEA_3
44650375037022503702024,23,30,30,0,4,320,200,10.65566,11.59162,11.01744,10.90415,208,130,10,5124,1,4,5,1,2,1,2,3,3,3,3,2,2,1,2,2,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,2,2,2,2,1,1,3,1,3,2,3,3,2,2,1,2,4,3,1,2,1,2,2,1,1,2,1,1,1,1,1,2,1,1,1,1,1,3,2,1,2,1,1,2,1,2,2,4,1,3,2,1,2,4,3,2,4,2,3,2,1,1,2,2,1,2,4,1,1,1,1,1,1,1,3,3,1,1,1,1,2,3,1,2,2,1,4,4,2,2,2,3,3,2,2,2,2,2,4,3,3,3,4,4,4,4,4,1,3,4,1,1,3,5,2,1,1,1,1,1,2,2,2,5,2,1,1,1,5,TEA_5
44650375037023503702034,23,33,33,0,3.0000000000000004,320,200,10.35049,11.59162,11.01744,9.1022,208,130,10,5124,1,4,5,1,2,1,2,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,1,2,1,2,1,2,1,2,2,2,2,2,2,1,1,2,1,3,2,3,3,2,1,2,3,3,3,1,2,2,2,2,1,1,2,1,1,1,1,1,2,1,1,1,1,1,3,2,2,2,1,1,2,2,3,3,4,1,3,2,1,2,4,3,2,4,3,3,2,1,1,2,2,2,3,3,1,1,1,1,1,1,1,3,3,1,1,1,1,2,3,1,2,2,1,4,4,2,2,1,3,3,2,2,2,2,2,4,3,3,3,4,4,4,4,4,1,3,4,1,1,3,5,2,1,1,1,1,1,2,2,1,5,2,1,1,2,5,TEA_5
44650375037055503705054,23,30,30,0,3.0000000000000004,280,280,9.13986,11.59162,13.241339999999996,9.1022,182,182,10,5124,1,4,6,1,2,1,1,3,3,3,3,2,3,2,2,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,2,2,2,4,4,2,3,2,3,2,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,2,2,2,1,2,2,2,2,3,4,1,3,1,1,2,4,1,1,2,3,3,1,1,1,2,2,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,2,1,1,2,1,2,2,2,1,2,3,4,3,1,4,4,1,1,1,5,3,1,2,1,1,1,1,1,1,5,3,1,1,2,1,TEA_1
44650375037056503705064,8,32,32,2,2,280,280,11.58744,10.40627,3.83998,10.27928,182,182,10,5124,1,3.0000000000000004,5,1,1,1,1,3,3,3,3,2,2,2,2,2,2,2,2,1,1,1,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,2,1,1,2,3,2,3,2,2,2,1,1,1,2,2,2,1,1,2,3,3,3,3,3,3,2,1,2,1,1,2,2,2,1,3,2,2,2,1,1,3,3,2,2,3,3,1,1,1,2,2,1,2,3,2,2,2,2,1,1,1,1,2,1,2,1,1,2,1,1,1,1,1,3,3,1,2,2,3,3,2,2,2,2,2,4,3,3,3,4,4,4,4,4,1,4,4,1,1,3,5,2,1,2,1,2,1,1,1,1,5,2,1,3,2,1,TEA_1
44650385038022503802024,16,34,34,4,4,280,100,8.54003,9.42597,6.01233,8.54995,182,65,10,5124,1,3.0000000000000004,5,1,2,2,2,3,3,2,3,2,2,2,3,2,1,2,2,1,1,2,1,1,1,2,1,2,2,1,1,2,1,1,1,1,1,1,3,3,1,1,2,2,2,2,2,3,4,2,4,3,3,3,1,1,1,2,2,2,2,2,2,3,2,2,3,3,3,2,2,2,1,1,3,2,3,2,3,2,3,3,1,2,4,2,2,3,4,4,1,1,1,1,1,1,3,1,2,2,3,2,1,3,3,2,1,1,2,1,2,2,4,2,3,3,4,4,4,3,1,1,3,3,1,1,1,1,1,1,1,1,1,1,3,3,3,4,1,3,3,2,2,4,2,3,1,1,1,2,1,1,2,2,2,3,2,3,2,3,TEA_3
44650385038023503802034,16,33,33,3,3.0000000000000004,280,100,8.54003,9.42597,6.01233,9.1022,182,65,10,5124,1,3.0000000000000004,5,1,2,2,2,3,3,2,3,2,2,2,3,2,1,2,2,1,1,2,1,1,1,2,1,2,2,1,1,2,1,1,1,1,1,1,3,3,1,1,2,2,2,2,2,3,4,2,4,3,3,3,1,1,1,2,2,2,2,2,2,3,2,2,3,3,3,2,2,1,1,1,3,2,3,2,3,2,3,3,1,2,4,2,2,3,4,4,1,1,1,1,1,1,3,1,2,2,3,2,1,3,3,2,1,1,2,1,2,2,4,2,3,3,4,4,4,3,1,1,3,3,1,1,1,1,1,1,1,1,1,1,3,3,3,4,1,3,3,1,2,4,2,3,1,1,1,2,1,1,2,2,2,3,2,3,2,3,TEA_3
44650395039011503901014,27,27,27,3,3.0000000000000004,320,500,10.04647,12.35702,11.82034,8.54995,208,325,10,5124,1,5,5,1,2,2,1,2,1,3,3,3,2,2,2,2,3,2,3,1,1,2,1,1,1,1,2,1,2,1,1,1,2,1,1,1,2,2,2,3,2,2,2,2,2,2,2,3,3,2,2,2,3,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,3,3,2,1,1,2,2,2,3,3,3,3,3,3,3,3,4,3,3,3,4,2,2,1,1,1,1,2,2,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,4,2,2,2,4,3,1,1,1,2,2,1,2,2,2,2,2,2,4,4,1,3,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,2,1,1,2,1,TEA_1
44650395039022503902024,9,26,26,0,2,320,500,13.7901,13.6815,13.241339999999996,10.90415,208,325,10,5124,1,3.0000000000000004,5,2,2,1,2,3,3,3,3,2,3,2,1,2,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,2,1,2,1,1,2,1,2,3,3,2,3,3,3,1,1,1,1,2,1,2,1,2,3,1,1,2,2,1,1,1,1,2,1,2,2,2,1,2,2,2,3,4,2,1,1,3,3,1,1,1,1,2,1,2,2,3,1,3,2,3,2,1,3,4,1,1,1,3,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,TEA_1
44650395039033503903034,32,27,27,1,1,320,500,13.34977,13.6815,13.241339999999996,10.27928,208,325,10,5124,1,5,5,1,2,2,1,3,3,3,3,2,3,1,2,3,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,1,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,1,3,2,1,2,1,2,3,3,1,2,2,2,1,1,1,1,1,1,2,2,1,2,1,1,1,2,2,1,1,1,1,1,1,2,1,1,1,1,2,2,3,2,1,2,3,3,1,1,1,1,2,1,2,1,2,1,2,2,3,3,1,3,4,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,TEA_1
44650395039044503904044,6.000000000000001,26,15,0,0,320,500,9.7433,10.40627,8.67953,10.27928,208,325,10,5124,1,2,5,2,1,2,2,3,3,3,3,3,3,3,3,3,1,2,2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,2,2,2,1,2,3,3,3,3,3,1,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,1,3,2,1,3,1,3,3,3,1,2,1,4,2,1,2,2,2,2,2,3,2,2,2,2,1,2,2,2,3,1,1,1,2,2,2,1,3,2,2,2,4,2,2,3,3,4,1,1,2,1,2,2,2,2,2,1,1,3,3,4,1,3,3,1,1,1,3,2,1,1,1,1,1,1,1,1,1,2,1,2,2,1,TEA_1
44650395039066503906064,3.0000000000000004,26,26,1,1,320,500,11.90844,13.6815,13.241339999999996,12.34223,208,325,10,5124,1,2,5,1,1,1,2,3,3,3,3,2,2,3,2,2,1,2,2,1,1,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,2,2,1,2,2,1,1,1,1,1,1,3,3,3,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,4,1,1,1,1,3,3,3,1,3,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,2,1,1,1,1,1,2,2,1,1,2,1,1,4,3,2,1,1,3,3,1,1,1,1,2,1,2,2,2,1,2,3,3,3,1,3,4,1,1,1,3,2,1,1,1,1,1,2,2,2,1,2,1,1,1,1,TEA_1
44650405040011504001014,3.0000000000000004,31,31,1,1,240.00000000000003,80,9.7433,13.6815,6.01233,10.27928,156,52,10,5124,1,2,5,1,1,1,2,3,3,3,3,2,2,2,2,2,2,3,2,1,1,2,1,1,1,2,1,2,1,1,1,1,1,2,1,1,1,2,2,3,3,2,2,2,3,2,2,3,3,2,3,2,3,1,1,1,1,1,1,1,1,1,1,2,2,3,3,3,3,2,1,2,2,1,1,2,2,2,4,1,2,2,2,4,4,3,1,4,2,2,2,2,1,2,2,2,2,3,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,4,3,3,3,4,4,4,4,4,1,3,4,1,2,1,3,1,1,1,1,1,1,1,1,1,5,2,1,3,2,6,TEA_6
44650405040012504001024,3.0000000000000004,31,31,1,1,240.00000000000003,80,11.90844,13.6815,11.01744,11.57611,156,52,10,5124,1,2,5,1,1,1,2,3,3,3,3,2,2,2,2,2,2,2,2,1,1,2,1,1,1,2,1,2,1,1,1,1,1,2,2,1,1,2,2,3,2,1,1,1,1,1,1,3,2,2,3,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,1,1,1,2,2,1,4,1,1,1,1,4,4,2,1,4,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,4,2,3,4,4,2,1,1,3,2,2,2,2,2,2,4,3,3,3,4,4,4,4,4,1,3,4,1,2,1,3,1,1,1,1,1,1,1,1,2,5,2,1,1,1,6,TEA_6
44650405040033504003034,5,31,31,1,1,360,120,9.44107,13.6815,13.241339999999996,9.68037,234,78,10,5124,1,2,5,1,1,1,2,3,3,3,3,3,3,3,2,2,2,2,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,3,2,2,2,2,2,2,2,3,3,3,3,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,2,2,1,2,1,4,3,2,1,1,3,4,1,2,3,1,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,4,4,2,1,2,3,3,1,2,2,1,2,4,3,3,3,4,4,4,4,4,1,2,3,1,2,2,3,2,1,1,1,1,1,1,1,1,5,2,1,1,2,5,TEA_5
44650415041011504101014,6.000000000000001,35,35,4,4,210,60,9.44107,10.40627,13.241339999999996,10.90415,123.9,35.4,10,5124,1,2,5,1,2,1,2,3,2,3,2,3,2,3,1,2,1,2,4,2,1,1,2,2,2,2,2,2,2,1,1,1,2,1,2,1,2,2,3,3,3,3,2,2,2,3,2,3,3,2,3,3,3,1,1,1,1,2,2,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,2,2,2,2,4,4,2,2,3,4,4,3,2,3,3,4,1,1,1,1,1,2,1,2,3,3,1,2,2,2,2,2,3,1,1,1,1,3,2,1,2,2,3,3,3,4,1,1,3,4,2,2,2,2,2,4,3,3,3,4,4,4,4,4,1,4,3,1,2,3,2,2,1,1,1,1,1,2,3,2,5,2,1,1,1,2,TEA_2
