LINK_index,ATBG01,ATBR01A,ATBR01B,ATBR02A,ATBR02B,ATBR04,ATBR05,ATBGEAS,ATBGSOS,ATBGTJS,ATBGSLI,ATDGLIHY,ATDGRIHY,ITLANG_TQ,LCID_TQ,ATBG02,ATBG03,ATBG04,ATBG05AA,ATBG05AB,ATBG05AC,ATBG05AD,ATBG05BA,ATBG05BB,ATBG05BC,ATBG05BD,ATBG05BE,ATBG05BF,ATBG05BG,ATBG05BH,ATBG05BI,ATBG05BJ,ATBG05BK,ATBG06,ATBG07AA,ATBG07BA,ATBG07AB,ATBG07BB,ATBG07AC,ATBG07BC,ATBG07AD,ATBG07BD,ATBG07AE,ATBG07BE,ATBG07AF,ATBG07BF,ATBG07AG,ATBG07BG,ATBG08A,ATBG08B,ATBG08C,ATBG08D,ATBG08E,ATBG09A,ATBG09B,ATBG09C,ATBG09D,ATBG10A,ATBG10B,ATBG10C,ATBG10D,ATBG10E,ATBG10F,ATBG10G,ATBG10H,ATBG10I,ATBG10J,ATBG10K,ATBG10L,ATBG11A,ATBG11B,ATBG11C,ATBG11D,ATBG11E,ATBG11F,ATBG11G,ATBG11H,ATBG11I,ATBG12A,ATBG12B,ATBG12C,ATBG12D,ATBG12E,ATBG12F,ATBR03A,ATBR03B,ATBR03C,ATBR03D,ATBR03E,ATBR03F,ATBR03G,ATBR03H,ATBR06A,ATBR06B,ATBR06C,ATBR06D,ATBR06E,ATBR07AA,ATBR07AB,ATBR07AC,ATBR07AD,ATBR07BA,ATBR07BB,ATBR07BC,ATBR07BD,ATBR08A,ATBR08B,ATBR08C,ATBR08D,ATBR08E,ATBR08F,ATBR08G,ATBR08H,ATBR09A,ATBR09B,ATBR09C,ATBR09D,ATBR09E,ATBR09F,ATBR09G,ATBR09H,ATBR09I,ATBR10A,ATBR10B,ATBR10C,ATBR10D,ATBR10E,ATBR10F,ATBR10G,ATBR10H,ATBR10I,ATBR10J,ATBR10K,ATBR10L,ATBR11A,ATBR11B,ATBR11C,ATBR11D,ATBR11E,ATBR12A,ATBR12BA,ATBR12BB,ATBR12BC,ATBR12BD,ATBR12C,ATBR12DA,ATBR12DB,ATBR12DC,ATBR12EA,ATBR12EB,ATBR12EC,ATBR12ED,ATBR12EE,ATBR13A,ATBR13B,ATBR13C,ATBR13D,ATBR13E,ATBR14,ATBR15,ATBR16,ATBR17A,ATBR17B,ATBR17C,ATBR18A,ATBR18B,ATBR18C,ATBR18D,ATBR18E,ATBR19,ATDGEAS,ATDGSOS,ATDGTJS,ATDGSLI,cluster,cluster_cat
44650145014011501401014,17,34,34,0,0,240.00000000000003,50,8.54003,13.6815,3.83998,5.31576,156,32.5,10,5124,1,3.0000000000000004,5,1,2,1,1,3,2,3,3,1,1,1,2,1,1,1,3,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,2,3,3,3,2,2,2,3,3,2,4,2,4,3,3,2,1,1,1,1,1,1,1,1,1,3,3,3,3,3,4,3,3,2,2,3,3,3,3,2,4,4,3,2,1,4,4,4,4,4,3,3,2,1,2,2,2,1,2,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,4,4,4,2,2,2,3,3,1,1,2,1,2,2,2,2,2,2,2,3,4,4,1,4,1,1,1,1,2,2,2,2,1,2,1,2,2,2,5,3,1,3,3,3,TEA_3
44650145014013501401034,17,35,35,0,0,240.00000000000003,50,7.63433,12.35702,5.21324,6.51654,156,32.5,10,5124,1,3.0000000000000004,5,1,2,2,2,3,2,3,3,2,2,1,2,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,3,3,2,3,3,3,3,3,3,4,2,3,3,3,2,1,1,1,1,1,1,1,1,2,3,3,2,3,4,4,3,3,2,2,2,3,3,2,1,4,4,3,3,3,4,4,3,3,4,3,3,2,1,2,1,2,1,2,3,2,2,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,4,4,4,3,2,2,2,3,1,1,2,1,2,3,3,3,3,2,3,3,4,3,1,4,1,1,1,1,2,2,1,2,1,2,1,2,2,2,3,3,1,3,3,3,TEA_3
44650145014022501402024,11,35,35,0,1,240.00000000000003,40,7.93892,10.40627,3.83998,10.27928,156,26,10,5124,1,3.0000000000000004,6,1,2,1,1,2,2,2,3,1,1,2,2,1,1,2,3,1,1,2,1,2,3,1,3,2,1,1,1,2,2,1,1,1,1,3,3,3,2,2,2,3,3,2,2,3,3,3,4,3,3,3,1,1,1,1,1,2,2,2,2,3,3,3,3,3,3,2,2,2,1,1,2,2,1,3,4,4,3,3,3,3,4,4,3,4,3,3,2,2,1,2,2,2,2,3,2,3,2,2,3,3,3,2,4,3,3,3,4,2,3,3,3,3,2,3,3,3,3,2,3,3,1,1,2,1,2,1,3,3,3,3,4,3,3,4,1,3,2,1,1,2,2,2,2,2,1,1,1,1,2,3,5,3,1,3,2,3,TEA_3
44650145014044501404044,7,35.99999999999999,36,2,2,280,40,9.13986,10.40627,3.83998,9.68037,182,26,10,5124,1,3.0000000000000004,5,1,2,2,2,3,1,2,2,1,1,2,2,1,1,2,3,1,2,2,1,2,2,1,2,1,1,2,1,2,1,1,2,1,1,1,2,3,2,2,2,2,2,2,2,2,3,3,4,3,3,2,1,1,1,1,1,3,1,1,3,3,3,3,3,3,3,2,1,2,1,2,2,2,2,3,3,2,3,3,3,3,4,3,1,4,4,2,2,2,2,2,2,1,3,3,3,4,2,2,1,3,3,3,4,1,2,1,2,2,2,2,2,2,3,4,4,2,1,2,3,3,1,2,2,1,2,2,3,3,3,2,4,3,3,4,1,2,2,3,1,4,2,1,2,2,1,2,1,2,1,2,1,3,1,3,2,3,TEA_3
44650145014055501405054,5,35.99999999999999,36,2,3.0000000000000004,240.00000000000003,200,11.58744,10.96579,10.39017,11.57611,156,130,10,5124,2,2,5,1,1,1,2,3,3,3,3,2,2,2,1,2,1,2,2,1,1,2,2,2,2,2,2,1,1,1,1,1,2,1,1,2,2,1,2,3,3,2,1,2,1,1,2,2,3,2,3,2,2,1,1,1,1,2,1,2,1,1,2,1,1,2,2,1,2,2,2,1,1,1,2,1,1,1,3,3,3,2,3,4,4,3,3,4,2,2,2,2,2,2,2,3,2,2,2,1,2,2,2,3,3,2,2,2,2,1,2,3,2,2,3,2,2,3,3,2,1,2,3,3,1,2,1,1,2,2,3,3,3,3,3,3,4,4,1,3,1,1,2,3,2,3,1,2,1,1,1,1,2,2,5,2,1,1,1,6,TEA_6
44650155015022501502024,2,35,35,0,0,250,40,10.04647,13.6815,13.241339999999996,10.90415,162.5,26,10,5124,1,1,5,1,2,1,2,3,2,3,2,2,3,2,2,2,1,1,2,1,1,2,1,2,2,1,2,1,2,1,2,2,1,1,2,1,1,2,2,3,2,1,3,2,3,2,2,2,2,2,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,3,3,3,2,1,1,4,2,3,4,3,4,1,2,3,1,1,1,2,4,1,3,2,1,1,2,3,2,2,1,2,1,1,3,2,3,4,3,3,2,4,3,1,1,3,4,2,2,2,2,2,4,3,3,3,4,4,4,4,4,1,4,4,1,2,3,4,1,3,2,1,1,1,2,2,2,3,2,1,1,1,6,TEA_6
44650155015033501503034,2,35,35,0,3.0000000000000004,210,160,9.44107,9.89419,6.680299999999999,7.52318,136.5,104,10,5124,1,1,5,1,2,1,2,3,2,3,2,2,2,2,2,2,1,2,2,1,1,1,1,2,2,2,3,2,3,1,1,2,1,1,1,1,2,2,2,3,3,2,2,2,2,2,2,2,3,2,3,3,3,3,1,1,2,2,2,2,1,1,2,1,3,3,3,3,2,2,1,2,2,3,2,3,3,3,3,3,3,2,1,1,4,3,3,4,3,4,2,2,1,2,2,1,4,1,1,4,2,2,3,4,4,1,1,1,1,1,2,4,2,2,3,4,3,4,4,1,1,2,3,3,2,2,2,2,2,4,3,3,3,4,4,4,4,4,1,3,4,1,2,3,3,2,1,2,1,1,1,2,1,2,5,2,2,3,2,3,TEA_3
44650155015044501504044,2,35,35,0,2,210,210,8.24023,9.42597,11.01744,9.68037,136.5,136.5,10,5124,2,2,5,1,2,1,2,3,2,2,2,2,2,2,1,2,1,2,2,1,2,2,3,2,2,2,2,1,1,1,2,1,2,1,2,1,1,1,2,3,2,1,2,3,2,3,2,3,3,3,3,3,3,3,1,1,2,2,2,2,2,1,2,1,1,2,2,1,1,2,2,2,1,2,2,1,2,2,3,2,3,2,2,1,4,3,2,2,3,3,1,1,2,2,2,2,2,3,3,3,3,3,2,2,3,3,1,3,2,1,2,2,1,1,2,2,1,2,2,2,1,1,3,3,1,2,2,1,2,3,2,2,2,3,2,3,3,3,1,3,4,1,2,3,4,3,1,1,1,1,1,1,2,3,5,3,2,1,2,3,TEA_3
44650155015055501505054,20,31,31,3,3.0000000000000004,210,139.99999999999997,8.24023,10.40627,8.0184,9.68037,136.5,91,10,5124,1,4,5,2,1,1,2,3,3,2,3,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,2,3,2,2,3,3,2,2,3,3,4,1,5,3,3,2,1,1,1,1,2,2,1,2,2,2,2,2,3,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,3,3,4,2,2,3,2,3,1,1,3,1,1,1,1,1,2,3,3,2,1,3,1,1,3,2,2,1,2,3,2,2,2,2,2,3,3,2,1,1,3,2,1,1,1,1,2,2,2,2,2,2,3,3,2,3,1,4,4,1,1,3,1,2,1,2,3,1,1,2,2,2,2,3,1,2,2,3,TEA_3
44650155015066501506064,20,32,32,3,5,300,300,8.83963,13.6815,5.21324,10.27928,195,195,10,5124,1,4,5,2,2,1,2,3,3,3,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,1,2,1,2,1,1,1,2,2,2,2,2,2,3,3,2,1,2,3,3,3,3,2,3,2,3,2,2,3,1,1,1,1,1,1,1,1,1,3,3,2,3,3,3,2,1,2,1,1,2,2,2,2,3,2,2,2,1,2,2,2,1,1,1,1,1,2,2,1,1,1,2,4,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,2,4,1,1,1,1,3,2,1,1,2,1,2,3,3,3,3,3,4,3,4,4,1,4,4,1,1,2,4,2,1,2,1,1,1,1,2,2,5,3,1,3,2,1,TEA_1
44650155015077501507074,20,31,31,0,1,228,228,7.0062,8.59932,5.21324,15.07968,148.2,148.2,10,5124,1,4,5,1,2,1,1,3,2,3,3,2,2,2,2,2,2,2,2,1,1,2,1,1,2,1,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,3,4,3,3,3,3,3,3,3,3,4,2,1,1,3,3,1,3,1,1,3,3,3,2,3,3,3,1,1,1,1,1,1,1,1,1,4,3,3,2,3,1,4,3,3,3,4,4,2,1,1,2,2,1,2,3,1,4,1,1,1,1,1,3,2,1,2,1,1,2,2,1,4,2,2,4,4,1,1,1,3,2,1,1,1,1,2,2,2,2,3,3,4,3,4,4,1,4,3,1,2,3,4,2,1,1,1,1,1,1,1,2,1,3,2,3,1,3,TEA_3
44650155015088501508084,15,33,33,5,5,245,100,7.0062,8.59932,9.27422,8.54995,159.25,65,10,5124,1,3.0000000000000004,5,1,1,1,1,3,3,2,2,3,3,2,2,3,2,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,3,2,3,3,3,3,3,3,3,3,4,3,3,3,3,3,2,1,2,2,2,2,2,2,2,2,2,1,1,2,3,3,3,2,1,1,2,2,2,2,4,4,3,2,1,2,4,3,4,4,4,4,1,1,2,2,2,2,3,3,4,4,3,3,3,4,3,2,3,3,3,3,3,4,3,3,4,3,4,4,4,2,2,3,3,2,2,2,2,2,2,4,3,3,3,4,4,4,4,4,1,4,4,1,2,3,3,2,1,2,1,1,1,1,2,2,5,3,2,2,2,2,TEA_2
44650185018022501802024,15,35.99999999999999,36,5,5,240.00000000000003,75,6.33546,8.99685,3.83998,8.54995,146.4,45.75,10,5124,1,3.0000000000000004,5,1,2,1,2,3,2,3,2,2,2,2,2,2,2,2,3,2,1,2,2,2,2,2,2,2,2,2,1,2,1,1,2,1,2,2,1,3,2,2,2,3,3,3,3,3,4,4,4,4,3,3,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,2,2,2,2,2,2,2,2,3,3,3,3,3,2,4,4,3,3,4,4,3,2,1,2,2,2,2,3,4,3,3,2,2,2,2,2,2,2,2,2,2,2,3,2,3,3,3,3,4,4,3,2,2,3,4,2,2,2,2,2,4,3,3,3,4,4,4,4,4,1,3,1,1,1,4,2,2,1,1,1,1,1,1,1,1,5,3,2,3,2,3,TEA_3
44650215021011502101014,3.0000000000000004,27,27,5,8,60.00000000000001,80,9.44107,7.52665,11.82034,9.1022,35.6,47.46667,10,5124,1,3.0000000000000004,5,1,1,2,2,3,3,2,3,3,2,2,2,1,2,1,2,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,2,2,3,3,3,2,2,2,3,3,3,2,2,3,2,3,2,1,1,2,3,2,3,2,3,3,1,1,1,1,1,2,2,2,2,1,1,2,2,3,2,4,4,3,3,2,3,4,4,2,3,4,3,2,3,2,1,1,2,2,4,3,3,4,4,4,4,3,2,3,2,2,2,2,2,2,3,3,2,2,4,4,3,2,3,4,3,1,1,2,1,2,4,1,3,1,4,3,4,4,4,1,2,2,1,2,3,2,2,1,1,1,1,1,1,1,2,5,2,2,1,2,2,TEA_2
44650235023011502301014,20,26,26,0,1,150,720,8.83963,11.59162,8.67953,10.27928,104.5,468,1,10333,1,4,5,1,1,1,1,3,2,3,2,3,3,3,3,3,3,2,2,1,2,2,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,2,3,3,2,3,2,2,2,3,2,2,3,3,3,3,3,3,1,1,1,2,1,1,1,2,1,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,3,3,4,2,2,3,3,2,4,2,2,1,2,2,2,2,2,2,2,3,3,2,2,1,1,1,1,3,1,1,1,2,2,2,2,2,2,3,3,4,2,1,1,2,1,1,2,1,1,1,1,1,1,1,2,2,2,2,2,1,4,1,1,2,1,3,2,1,1,1,1,1,1,2,1,1,3,1,2,2,1,TEA_1
44650235023033502303034,24.000000000000004,26,26,0,0,240.00000000000003,280,12.58648,13.6815,11.82034,12.34223,156,182,1,10333,1,4,5,1,1,1,2,3,3,3,2,3,3,2,2,3,2,2,1,1,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,2,2,1,1,2,2,2,3,3,1,3,2,2,2,2,1,2,2,1,3,2,1,1,1,1,1,1,2,1,3,1,2,2,2,2,2,2,2,2,1,3,3,2,2,2,2,3,1,2,1,1,1,1,2,2,2,2,2,2,2,3,1,4,3,1,1,1,3,2,1,1,1,1,1,2,2,2,1,2,1,1,1,1,TEA_1
44650245024022502402024,5,21,21,0,5,320,770,7.63433,10.40627,13.241339999999996,11.57611,193.06667,464.56667,1,10333,1,4,5,1,2,1,2,2,1,2,3,2,1,2,2,1,2,2,2,2,1,2,1,1,1,2,1,1,1,2,1,2,1,1,1,1,1,1,2,2,2,2,3,3,3,2,3,3,3,3,3,3,3,3,1,1,1,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,4,4,4,2,2,3,3,3,2,3,3,3,1,1,1,3,2,2,2,2,3,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,3,3,2,3,2,3,1,2,2,1,2,1,3,3,3,3,4,3,4,3,1,3,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1,3,1,1,1,1,TEA_1
44650245024033502403034,1,21,15,0,0,320,250,7.32427,8.22671,8.67953,9.68037,193.06667,150.83333,1,10333,1,3.0000000000000004,6,1,2,2,1,3,2,3,3,3,2,2,2,2,3,3,1,1,2,1,2,1,2,1,2,1,2,1,2,1,2,2,2,1,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,3,3,2,2,2,3,4,4,2,3,4,3,1,1,1,2,2,1,2,2,3,3,2,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,2,3,1,2,1,1,2,1,2,2,2,3,3,3,4,4,1,4,1,1,2,1,2,3,2,2,2,1,1,2,2,2,1,3,2,2,2,0,TEA_0
44650255025022502502024,13,26,26,0,2,280,40,9.7433,12.35702,13.241339999999996,8.54995,182,26,10,5124,1,3.0000000000000004,5,2,2,1,2,3,3,3,3,2,2,2,2,2,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,2,2,2,2,2,3,3,3,3,3,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,3,1,2,2,2,2,2,4,2,3,3,2,4,4,3,2,4,3,2,1,1,1,2,1,1,3,2,3,3,2,2,2,3,3,3,3,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,2,2,2,2,2,4,3,3,3,4,4,4,4,4,1,4,4,1,1,2,2,3,1,2,1,1,1,1,1,2,5,2,1,1,2,5,TEA_5
44650255025033502503034,35,26,26,4,6.000000000000001,280,40,9.7433,12.35702,13.241339999999996,8.54995,182,26,10,5124,1,6.000000000000001,3,1,2,2,2,3,3,3,3,2,3,2,2,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,2,2,2,2,2,3,3,3,3,3,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,3,1,2,2,2,2,2,4,2,3,3,2,4,4,3,2,4,2,2,1,1,1,2,2,1,3,2,3,3,3,2,2,3,3,3,3,1,1,1,2,2,2,2,2,2,3,3,3,3,3,2,3,3,2,2,2,2,2,4,3,3,3,4,4,4,4,4,1,4,4,1,1,2,2,3,1,2,1,1,1,1,1,2,5,2,1,1,2,2,TEA_2
44650265026011502601014,29.000000000000004,19,19,11,11,720,100,8.54003,8.99685,8.0184,8.54995,468,65,10,5124,1,5,5,1,2,1,2,3,2,3,3,2,3,2,2,2,1,1,2,1,2,2,2,1,2,1,2,2,2,1,2,1,2,1,2,1,2,2,2,2,3,2,1,2,2,3,2,3,3,3,3,3,4,3,1,1,1,2,2,2,2,2,3,2,2,2,2,3,2,3,2,2,2,1,2,2,2,3,4,2,2,3,2,3,3,3,3,3,4,3,3,2,2,2,2,2,4,4,3,3,3,2,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,4,3,1,2,1,1,2,2,3,3,3,4,3,4,4,4,1,3,1,2,1,3,2,2,2,2,2,2,1,2,3,2,5,3,2,2,2,0,TEA_0
44650265026012502601024,29.000000000000004,14,14,6,8,720,100,8.24023,9.42597,8.0184,9.1022,468,65,10,5124,1,5,5,1,2,1,2,3,2,3,3,2,3,2,2,2,1,2,2,1,1,2,2,1,2,1,2,2,2,1,2,1,2,1,2,1,2,2,2,2,3,2,1,3,2,3,2,3,3,3,3,3,4,3,1,1,1,2,2,2,2,2,2,2,2,2,2,3,2,3,2,2,1,1,2,2,2,3,4,2,2,3,2,3,3,3,3,3,4,3,3,2,2,2,2,2,3,4,3,3,3,2,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,4,3,1,2,1,1,2,2,2,3,2,4,3,4,4,4,1,4,2,2,1,2,2,2,2,2,2,2,1,2,3,2,5,3,2,2,2,0,TEA_0
44650285028011502801014,28,32,32,0,0,280,90,9.44107,13.6815,13.241339999999996,15.07968,182,58.5,10,5124,1,5,4,1,2,2,2,2,2,3,2,2,2,2,2,2,1,2,3,1,1,2,2,2,1,2,2,1,2,1,1,1,1,1,1,1,2,1,2,2,2,1,3,3,2,2,2,3,3,2,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,3,3,2,2,2,2,1,2,2,2,2,1,1,2,2,2,1,2,2,2,3,2,2,2,3,3,3,3,2,2,2,2,3,3,3,3,4,4,4,4,3,2,2,3,3,2,2,2,2,2,4,3,3,3,4,4,4,4,4,1,4,4,1,2,4,3,2,1,2,1,1,1,1,2,1,5,2,1,1,1,6,TEA_6
44650285028033502803034,29.000000000000004,30,30,3,4,280,120,9.7433,9.89419,9.82876,10.27928,182,78,10,5124,1,4,5,1,1,1,2,3,2,2,2,1,2,2,2,2,1,2,2,1,1,2,2,1,1,2,1,1,2,1,1,1,2,1,2,1,1,2,2,3,2,2,2,2,3,3,2,2,2,2,2,3,3,2,1,1,2,2,2,2,1,1,2,1,1,1,1,3,3,2,1,1,1,2,2,2,2,3,4,2,3,3,2,2,3,2,3,3,2,2,1,1,1,1,1,2,2,2,3,3,3,3,2,3,3,3,3,1,2,1,2,2,2,2,2,2,2,2,3,3,2,2,3,2,1,2,2,1,2,1,2,2,2,2,3,2,2,3,1,3,3,1,1,4,2,1,1,2,1,1,1,2,2,2,5,2,2,2,2,2,TEA_2
44650285028044502804044,8,32,32,0,0,280,40,9.7433,10.40627,8.67953,13.321370000000002,182,26,10,5124,1,3.0000000000000004,5,2,2,1,2,3,3,2,2,2,2,1,2,2,1,2,2,1,1,2,1,2,3,1,1,2,3,1,1,2,2,1,2,2,2,2,1,3,1,1,2,2,3,2,1,2,3,3,3,3,2,2,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,4,1,3,2,2,2,3,3,4,4,4,4,2,1,2,2,2,1,2,3,3,2,1,1,1,1,1,3,3,1,2,1,2,2,2,2,2,2,2,2,2,2,2,3,4,3,1,2,2,1,2,4,3,3,3,4,4,4,4,2,1,4,4,1,2,4,2,1,2,2,1,2,1,2,2,1,5,2,1,2,1,6,TEA_6
44650295029011502901014,7,16,16,1,3.0000000000000004,20,20,8.83963,13.6815,8.67953,9.68037,13,13,10,5124,1,3.0000000000000004,5,1,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,2,1,1,1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,2,2,2,2,2,4,3,3,3,4,4,4,4,4,2,1,1,4,2,2,2,2,1,1,1,1,1,1,2,1,5,3,1,2,2,0,TEA_0
44650305030011503001014,2,32,32,0,3.0000000000000004,360,120,12.95333,13.6815,13.241339999999996,7.52318,234,78,10,5124,2,3.0000000000000004,5,2,2,1,2,3,3,3,2,2,2,1,1,2,1,1,1,1,1,2,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,2,3,1,1,2,1,2,1,1,2,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,2,2,3,2,2,1,4,2,2,4,1,1,4,1,2,3,3,3,1,1,1,1,2,1,2,2,2,3,2,2,2,3,2,2,3,1,1,2,2,1,1,1,1,1,2,3,3,1,1,2,3,2,2,2,2,2,2,4,3,3,3,4,4,4,4,4,1,2,4,1,2,2,3,2,1,1,1,1,1,2,1,2,5,1,1,1,2,5,TEA_5
44650305030033503003034,6.000000000000001,33,33,0,3.0000000000000004,360,120,12.95333,12.35702,13.241339999999996,12.34223,234,78,10,5124,2,2,5,1,2,2,1,2,2,2,2,1,1,1,2,1,1,1,2,1,2,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,3,2,2,1,2,1,2,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,4,2,2,2,2,3,3,3,2,3,1,3,1,1,2,2,2,1,1,4,2,2,2,2,2,3,2,2,3,1,1,1,1,1,1,1,1,2,2,3,3,3,2,2,3,3,1,2,2,1,2,4,3,3,3,1,4,4,4,4,1,2,4,1,2,2,3,2,1,1,1,1,1,1,2,1,5,1,1,1,1,5,TEA_5
44650305030044503004044,1,32,32,1,10,320,120,14.29769,13.6815,11.01744,10.27928,208,78,10,5124,1,1,5,1,2,1,2,3,3,3,3,1,3,2,3,2,2,2,2,1,1,2,2,2,2,1,2,1,2,1,2,1,2,2,2,1,1,2,3,3,2,2,1,1,1,1,1,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,2,2,2,1,2,1,4,2,2,1,1,3,3,2,1,3,2,3,1,1,2,1,1,1,2,2,2,3,2,2,2,3,2,2,3,1,1,1,2,2,1,1,3,2,3,4,4,1,1,2,3,1,1,2,1,1,2,4,2,2,2,1,2,4,3,4,1,2,4,1,2,1,3,3,2,1,1,1,1,1,1,1,5,1,1,1,2,5,TEA_5
44650315031011503101014,26,34,34,6,10,320,40,10.35049,13.6815,8.67953,9.68037,208,26,10,5124,1,4,5,1,2,1,2,3,3,3,3,2,2,2,2,2,1,2,1,1,2,1,2,1,2,1,2,1,2,1,1,1,2,2,2,2,1,2,2,3,2,2,2,3,2,2,3,2,2,1,3,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,3,2,2,2,1,1,2,2,2,3,2,2,3,1,2,2,4,3,2,2,2,3,1,1,1,1,2,1,1,2,2,2,1,2,2,2,2,3,3,2,1,1,1,2,2,2,2,2,1,2,3,1,1,2,2,3,1,2,1,1,2,1,2,2,2,3,2,3,3,3,1,4,3,1,1,1,4,2,1,1,2,1,1,2,1,2,1,2,1,2,2,2,TEA_2
44650315031012503101024,26,34,34,6,10,280,90,10.65566,13.6815,9.27422,9.68037,182,58.5,10,5124,1,4,5,1,2,1,2,3,3,3,3,2,3,2,2,3,2,2,1,1,1,1,2,1,1,1,2,1,2,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,1,2,3,2,2,2,3,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,2,2,3,2,2,2,2,3,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,1,2,3,3,1,2,1,1,1,1,2,1,2,2,2,3,2,3,1,4,4,1,1,1,4,3,1,2,2,1,1,2,1,2,1,2,1,2,2,2,TEA_2
44650315031033503103034,15,34,34,5,5,280,90,8.83963,11.59162,9.27422,9.68037,182,58.5,10,5124,1,3.0000000000000004,5,1,1,1,2,3,3,2,2,1,2,1,1,2,1,2,1,1,1,1,1,1,1,2,2,2,2,1,1,1,2,1,1,1,1,1,1,2,1,1,3,3,2,2,3,3,3,3,3,2,3,1,1,1,1,2,2,1,1,1,1,2,2,2,1,2,2,2,1,2,1,2,2,1,3,1,3,2,3,3,3,3,4,4,3,4,4,3,1,1,1,1,1,3,3,4,3,4,2,2,1,2,3,3,3,1,2,1,2,2,1,2,4,4,3,4,4,2,1,2,2,3,2,2,2,2,2,4,3,3,3,4,4,4,4,4,1,3,2,2,1,4,3,2,1,1,1,1,1,1,1,1,5,3,1,2,2,2,TEA_2
