ASRREA,ASBGSSB,ASBGSLR,ASBGSCR,ASBGHRL,ASBHSES,ASBHELN,ASBHELT,ASBHPLR,ACBG09,ACBG15,ACBGRRS,ACBGEAS,ACBGDAS,ACDGTIHY,ATBG01,ATBR01A,ATBR01B,ATBR02A,ATBR02B,ATBGEAS,ATBGSOS,ATBGTJS,ATBGSLI,ATDGLIHY,ATDGRIHY,ACBG17,ACBG21F,ATBR08H,ATBR10H,ATBR12DC,ATBR14,ATBR18E,cluster,cluster_pred
537.382832,8.23773,8.58785,6.83123,8.08848,7.22491,8.78784,9.76177,8.88647,300.0,17.0,9.24037,11.32571,12.9615,910.0,7.0,34.0,34.0,7.0,8.0,5.5941,7.18418,9.82876,9.1022,156.0,78.0,3,1,4,4,3,4,2,5,5
623.684396,12.852619999999998,10.83607,11.76022,11.74392,12.27791,12.69565,13.91988,12.157349999999996,300.0,17.0,9.24037,11.32571,12.9615,910.0,7.0,34.0,34.0,7.0,8.0,5.5941,7.18418,9.82876,9.1022,156.0,78.0,3,1,4,4,3,4,2,0,0
612.826266,9.15299,9.38515,7.84162,10.22238,10.34719,10.1163,9.76177,12.157349999999996,300.0,17.0,9.24037,11.32571,12.9615,910.0,7.0,34.0,34.0,7.0,8.0,5.5941,7.18418,9.82876,9.1022,156.0,78.0,3,1,4,4,3,4,2,5,5
414.99162799999993,9.15299,7.68295,7.532170000000001,9.60729,9.3078,7.714189999999999,9.422330000000002,8.67085,300.0,17.0,9.24037,11.32571,12.9615,910.0,7.0,34.0,34.0,7.0,8.0,5.5941,7.18418,9.82876,9.1022,156.0,78.0,3,1,4,4,3,4,2,2,2
581.945232,10.82106,12.86202,13.45388,9.76822,6.52496,5.669340000000001,13.91988,8.45942,300.0,17.0,9.24037,11.32571,12.9615,910.0,7.0,34.0,34.0,7.0,8.0,5.5941,7.18418,9.82876,9.1022,156.0,78.0,3,1,4,4,3,4,2,4,4
602.678412,9.82079,9.38515,8.72693,9.60729,9.65449,7.93271,9.422330000000002,10.14182,300.0,17.0,9.24037,11.32571,12.9615,910.0,7.0,34.0,34.0,7.0,8.0,5.5941,7.18418,9.82876,9.1022,156.0,78.0,3,1,4,4,3,4,2,5,5
543.5505820000001,6.61933,8.22519,8.1368,8.08848,7.22491,9.65595,10.801940000000002,7.40977,300.0,17.0,9.24037,11.32571,12.9615,910.0,7.0,34.0,34.0,7.0,8.0,5.5941,7.18418,9.82876,9.1022,156.0,78.0,3,1,4,4,3,4,2,5,5
585.4440280000001,8.64972,8.22519,8.428240000000002,9.29058,9.3078,9.88273,10.801940000000002,9.58447,300.0,17.0,9.24037,11.32571,12.9615,910.0,7.0,34.0,34.0,7.0,8.0,5.5941,7.18418,9.82876,9.1022,156.0,78.0,3,1,4,4,3,4,2,5,5
609.811274,7.24879,9.86291,9.0457,11.286419999999998,11.68007,9.2165,10.801940000000002,10.14182,300.0,17.0,9.24037,11.32571,12.9615,910.0,7.0,34.0,34.0,7.0,8.0,5.5941,7.18418,9.82876,9.1022,156.0,78.0,3,1,4,4,3,4,2,5,5
570.105084,12.852619999999998,8.7748,8.428240000000002,8.08848,7.92896,8.57506,10.10135,7.8339,300.0,17.0,9.24037,11.32571,12.9615,910.0,7.0,34.0,34.0,7.0,8.0,5.5941,7.18418,9.82876,9.1022,156.0,78.0,3,1,4,4,3,4,2,5,5
555.9490599999999,9.82079,11.30153,9.8041,9.60729,9.65449,10.61066,11.18387,8.67085,300.0,17.0,9.24037,11.32571,12.9615,910.0,7.0,34.0,34.0,7.0,8.0,5.5941,7.18418,9.82876,9.1022,156.0,78.0,3,1,4,4,3,4,2,5,5
551.784062,12.852619999999998,8.04592,6.83123,8.54792,8.47905,8.57506,10.445390000000002,8.88647,300.0,17.0,9.24037,11.32571,12.9615,910.0,7.0,34.0,34.0,7.0,8.0,5.5941,7.18418,9.82876,9.1022,156.0,78.0,3,1,4,4,3,4,2,5,5
518.8342420000001,12.852619999999998,10.45984,8.428240000000002,9.60729,9.3078,10.61066,10.801940000000002,10.14182,300.0,17.0,9.24037,11.32571,12.9615,910.0,26.0,25.0,25.0,1.0,8.0,9.44107,11.59162,8.0184,10.90415,182.0,39.0,3,1,3,2,3,3,1,0,0
451.65755,4.71585,7.865749999999999,9.0457,8.94299,7.92896,8.08691,9.76177,7.42811,300.0,17.0,9.24037,11.32571,12.9615,910.0,26.0,25.0,25.0,1.0,8.0,9.44107,11.59162,8.0184,10.90415,182.0,39.0,3,1,3,2,3,3,1,2,2
664.4920760000001,8.64972,8.22519,10.28978,9.60729,9.3078,7.714189999999999,10.445390000000002,10.47786,300.0,17.0,9.24037,11.32571,12.9615,910.0,26.0,25.0,25.0,1.0,8.0,9.44107,11.59162,8.0184,10.90415,182.0,39.0,3,1,3,2,3,3,1,6,4
501.9437980000001,8.64972,7.495559999999999,9.0457,8.54792,8.47905,9.00134,12.12899,8.88647,300.0,17.0,9.24037,11.32571,12.9615,910.0,26.0,25.0,25.0,1.0,8.0,9.44107,11.59162,8.0184,10.90415,182.0,39.0,3,1,3,2,3,3,1,2,4
490.715304,8.64972,8.96826,7.84162,9.60729,9.99175,8.36567,10.801940000000002,8.45942,300.0,17.0,9.24037,11.32571,12.9615,910.0,26.0,25.0,25.0,1.0,8.0,9.44107,11.59162,8.0184,10.90415,182.0,39.0,3,1,3,2,3,3,1,2,2
560.0848560000001,7.87932,9.17072,9.399640000000002,9.915260000000002,9.3078,7.714189999999999,9.76177,8.67085,300.0,17.0,9.24037,11.32571,12.9615,910.0,26.0,25.0,25.0,1.0,8.0,9.44107,11.59162,8.0184,10.90415,182.0,39.0,3,1,3,2,3,3,1,4,4
554.4870960000001,8.64972,8.22519,8.1368,8.94299,8.47905,9.73692,10.801940000000002,9.10865,300.0,17.0,9.24037,11.32571,12.9615,910.0,26.0,25.0,25.0,1.0,8.0,9.44107,11.59162,8.0184,10.90415,182.0,39.0,3,1,3,2,3,3,1,4,4
532.927958,8.23773,7.865749999999999,7.532170000000001,8.94299,8.47905,8.36223,9.0796,8.67085,300.0,17.0,9.24037,11.32571,12.9615,910.0,26.0,25.0,25.0,1.0,8.0,9.44107,11.59162,8.0184,10.90415,182.0,39.0,3,1,3,2,3,3,1,1,4
543.534252,9.15299,7.097489999999999,5.95198,5.95459,6.33435,8.37569,9.0796,10.47786,300.0,17.0,9.24037,11.32571,12.9615,910.0,26.0,25.0,25.0,1.0,8.0,9.44107,11.59162,8.0184,10.90415,182.0,39.0,3,1,3,2,3,3,1,2,2
659.8902780000001,12.852619999999998,9.86291,11.76022,8.54792,7.22491,8.14839,11.01285,9.34052,300.0,17.0,9.24037,11.32571,12.9615,910.0,26.0,25.0,25.0,1.0,8.0,9.44107,11.59162,8.0184,10.90415,182.0,39.0,3,1,3,2,3,3,1,6,4
539.6466819999999,8.23773,9.61297,9.0457,8.08848,6.33435,8.14839,9.0796,7.19013,300.0,17.0,9.24037,11.32571,12.9615,910.0,26.0,25.0,25.0,1.0,8.0,9.44107,11.59162,8.0184,10.90415,182.0,39.0,3,1,3,2,3,3,1,4,4
540.3089540000001,10.82106,8.04592,8.72693,8.08848,8.47905,9.2165,10.445390000000002,8.67085,300.0,17.0,9.24037,11.32571,12.9615,910.0,26.0,25.0,25.0,1.0,8.0,9.44107,11.59162,8.0184,10.90415,182.0,39.0,3,1,3,2,3,3,1,4,4
457.615852,12.852619999999998,9.86291,7.84162,8.08848,7.92896,7.49173,10.10135,8.45942,300.0,17.0,9.24037,11.32571,12.9615,910.0,26.0,25.0,25.0,1.0,8.0,9.44107,11.59162,8.0184,10.90415,182.0,39.0,3,1,3,2,3,3,1,2,2
528.260872,9.82079,10.45984,9.399640000000002,8.08848,8.92588,7.714189999999999,10.801940000000002,8.04235,300.0,17.0,9.24037,11.32571,12.9615,910.0,26.0,25.0,25.0,1.0,8.0,9.44107,11.59162,8.0184,10.90415,182.0,39.0,3,1,3,2,3,3,1,4,4
493.395868,9.82079,7.68295,7.19857,10.63679,10.420280000000002,9.2165,10.445390000000002,7.8339,300.0,17.0,9.24037,11.32571,12.9615,910.0,26.0,25.0,25.0,1.0,8.0,9.44107,11.59162,8.0184,10.90415,182.0,39.0,3,1,3,2,3,3,1,1,2
590.021374,9.82079,8.22519,7.532170000000001,8.08848,7.22491,9.43432,11.18387,9.34052,300.0,17.0,9.24037,11.32571,12.9615,910.0,26.0,25.0,25.0,1.0,8.0,9.44107,11.59162,8.0184,10.90415,182.0,39.0,3,1,3,2,3,3,1,4,4
582.3746939999999,8.64972,14.87956,9.8041,8.54792,7.92896,5.669340000000001,10.801940000000002,8.04235,300.0,17.0,9.24037,11.32571,12.9615,910.0,26.0,25.0,25.0,1.0,8.0,9.44107,11.59162,8.0184,10.90415,182.0,39.0,3,1,3,2,3,3,1,4,4
642.9311479999999,9.15299,9.61297,8.72693,11.74392,10.72985,10.1163,9.76177,12.157349999999996,300.0,17.0,9.24037,11.32571,12.9615,910.0,26.0,25.0,25.0,1.0,8.0,9.44107,11.59162,8.0184,10.90415,182.0,39.0,3,1,3,2,3,3,1,6,6
456.557104,9.15299,9.38515,10.60144,10.89263,10.34719,11.47732,12.79881,8.45942,300.0,17.0,9.24037,11.32571,12.9615,910.0,26.0,25.0,25.0,1.0,8.0,9.44107,11.59162,8.0184,10.90415,182.0,39.0,3,1,3,2,3,3,1,0,0
536.871292,9.82079,8.22519,9.37942,10.89263,11.68007,8.36223,10.445390000000002,10.14182,300.0,17.0,9.24037,11.32571,12.9615,910.0,26.0,25.0,25.0,1.0,8.0,9.44107,11.59162,8.0184,10.90415,182.0,39.0,3,1,3,2,3,3,1,6,6
489.109126,12.852619999999998,9.86291,13.45388,8.54792,8.47905,7.49173,10.445390000000002,6.9618,300.0,17.0,9.24037,11.32571,12.9615,910.0,26.0,25.0,25.0,1.0,8.0,9.44107,11.59162,8.0184,10.90415,182.0,39.0,3,1,3,2,3,3,1,1,2
601.9664660000001,8.64972,10.14141,9.0457,10.89263,11.17158,7.93271,13.91988,8.88647,300.0,17.0,9.24037,11.32571,12.9615,910.0,26.0,25.0,25.0,1.0,8.0,9.44107,11.59162,8.0184,10.90415,182.0,39.0,3,1,3,2,3,3,1,6,6
600.81314,8.23773,8.96826,10.28978,12.298249999999998,12.27791,9.43432,8.72843,7.8339,300.0,17.0,9.24037,11.32571,12.9615,910.0,26.0,25.0,25.0,1.0,8.0,9.44107,11.59162,8.0184,10.90415,182.0,39.0,3,1,3,2,3,3,1,6,6
396.756992,5.88997,7.68295,5.95198,9.60729,8.47905,7.49173,9.0796,8.04235,300.0,17.0,9.24037,11.32571,12.9615,910.0,26.0,25.0,25.0,1.0,8.0,9.44107,11.59162,8.0184,10.90415,182.0,39.0,3,1,3,2,3,3,1,2,2
569.285734,9.82079,9.61297,10.90567,8.54792,8.47905,10.1163,9.0796,8.67085,130.0,6.0,6.42218,7.23401,6.67362,1061.33333,7.0,27.0,27.0,2.0,2.0,8.83963,10.40627,8.67953,8.54995,159.2,26.53333,3,1,3,3,2,2,1,4,4
550.658126,10.82106,11.30153,9.0457,8.94299,7.92896,9.43432,10.445390000000002,10.14182,130.0,6.0,6.42218,7.23401,6.67362,1061.33333,1.0,26.0,26.0,2.0,13.0,9.7433,11.59162,13.241339999999996,5.96314,159.2,39.8,3,1,1,3,3,2,1,4,4
609.5048979999999,9.15299,9.17072,10.28978,10.54337,9.99175,8.14839,10.10135,8.88647,130.0,6.0,6.42218,7.23401,6.67362,1061.33333,1.0,26.0,26.0,2.0,13.0,9.7433,11.59162,13.241339999999996,5.96314,159.2,39.8,3,1,1,3,3,2,1,4,4
579.904456,7.55475,12.86202,11.76022,10.89263,10.72985,10.61066,10.801940000000002,8.88647,130.0,6.0,6.42218,7.23401,6.67362,1061.33333,1.0,26.0,26.0,2.0,13.0,9.7433,11.59162,13.241339999999996,5.96314,159.2,39.8,3,1,1,3,3,2,1,0,0
426.69467,8.64972,9.86291,7.532170000000001,9.29058,8.92588,9.63518,6.51512,11.399,130.0,6.0,6.42218,7.23401,6.67362,1061.33333,1.0,26.0,26.0,2.0,13.0,9.7433,11.59162,13.241339999999996,5.96314,159.2,39.8,3,1,1,3,3,2,1,2,2
546.0709300000001,6.61933,6.10437,8.1368,10.22238,10.34719,9.65595,10.445390000000002,9.10865,130.0,6.0,6.42218,7.23401,6.67362,1061.33333,1.0,26.0,26.0,2.0,13.0,9.7433,11.59162,13.241339999999996,5.96314,159.2,39.8,3,1,1,3,3,2,1,4,4
425.86633,7.87932,8.64177,6.83123,9.60729,9.65449,8.14839,10.445390000000002,8.45942,130.0,6.0,6.42218,7.23401,6.67362,1061.33333,1.0,26.0,26.0,2.0,13.0,9.7433,11.59162,13.241339999999996,5.96314,159.2,39.8,3,1,1,3,3,2,1,2,2
498.9090800000001,10.82106,10.45984,9.399640000000002,10.54337,11.17158,8.36223,8.36153,11.399,130.0,6.0,6.42218,7.23401,6.67362,1061.33333,1.0,26.0,26.0,2.0,13.0,9.7433,11.59162,13.241339999999996,5.96314,159.2,39.8,3,1,1,3,3,2,1,4,2
520.33113,7.24879,8.7748,8.72693,8.94299,9.3078,8.78784,11.18387,9.58447,130.0,6.0,6.42218,7.23401,6.67362,1061.33333,1.0,26.0,26.0,2.0,13.0,9.7433,11.59162,13.241339999999996,5.96314,159.2,39.8,3,1,1,3,3,2,1,4,4
494.56063000000006,8.23773,9.17072,7.19857,10.54337,9.65449,8.36223,9.76177,7.40977,130.0,6.0,6.42218,7.23401,6.67362,1061.33333,1.0,26.0,26.0,2.0,13.0,9.7433,11.59162,13.241339999999996,5.96314,159.2,39.8,3,1,1,3,3,2,1,2,2
491.572288,9.15299,11.92201,8.72693,9.915260000000002,9.99175,8.57506,9.0796,9.10865,130.0,6.0,6.42218,7.23401,6.67362,1061.33333,1.0,26.0,26.0,2.0,13.0,9.7433,11.59162,13.241339999999996,5.96314,159.2,39.8,3,1,1,3,3,2,1,2,2
411.050822,8.23773,8.04592,9.399640000000002,8.08848,8.92588,8.14839,10.445390000000002,9.34052,130.0,6.0,6.42218,7.23401,6.67362,1061.33333,1.0,26.0,26.0,2.0,13.0,9.7433,11.59162,13.241339999999996,5.96314,159.2,39.8,3,1,1,3,3,2,1,2,2
466.303624,7.55475,7.30132,7.84162,8.54792,7.92896,8.36223,10.10135,9.8488,130.0,6.0,6.42218,7.23401,6.67362,1061.33333,1.0,26.0,26.0,2.0,13.0,9.7433,11.59162,13.241339999999996,5.96314,159.2,39.8,3,1,1,3,3,2,1,2,2
501.63018,6.61933,10.14141,8.428240000000002,10.22238,8.92588,9.88273,10.445390000000002,11.399,130.0,6.0,6.42218,7.23401,6.67362,1061.33333,1.0,26.0,26.0,2.0,13.0,9.7433,11.59162,13.241339999999996,5.96314,159.2,39.8,3,1,1,3,3,2,1,2,2
475.340114,6.27818,7.865749999999999,8.1368,9.60729,9.99175,9.00134,10.445390000000002,8.2504,130.0,6.0,6.42218,7.23401,6.67362,1061.33333,1.0,26.0,26.0,2.0,13.0,9.7433,11.59162,13.241339999999996,5.96314,159.2,39.8,3,1,1,3,3,2,1,2,2
574.097426,12.852619999999998,9.86291,9.0457,8.08848,7.22491,7.93271,10.445390000000002,9.34052,130.0,6.0,6.42218,7.23401,6.67362,1061.33333,1.0,26.0,26.0,2.0,13.0,9.7433,11.59162,13.241339999999996,5.96314,159.2,39.8,3,1,1,3,3,2,1,4,4
517.917322,12.852619999999998,9.17072,8.428240000000002,9.29058,8.47905,8.36223,13.91988,10.14182,130.0,6.0,6.42218,7.23401,6.67362,1061.33333,1.0,26.0,26.0,2.0,13.0,9.7433,11.59162,13.241339999999996,5.96314,159.2,39.8,3,1,1,3,3,2,1,4,4
469.372826,10.82106,9.17072,7.84162,6.87523,6.33435,10.61066,11.61328,10.47786,130.0,6.0,6.42218,7.23401,6.67362,1061.33333,5.0,27.0,27.0,8.0,10.0,9.44107,12.35702,9.27422,5.31576,59.70000000000001,13.26667,3,1,4,4,3,2,1,2,2
562.191102,9.15299,8.58785,9.0457,10.22238,10.34719,9.88273,4.74223,9.8488,130.0,6.0,6.42218,7.23401,6.67362,1061.33333,5.0,27.0,27.0,8.0,10.0,9.44107,12.35702,9.27422,5.31576,59.70000000000001,13.26667,3,1,4,4,3,2,1,4,4
