component,var_name,corr_ratio
dim_11,ATBR10G,0.47589599475236044
dim_11,ATBR10I,0.4345490719972129
dim_11,ATBR10J,0.3985511834621089
dim_11,ATBR10H,0.38719716960755485
dim_11,ATBR10E,0.387172720821138
dim_11,ATBR08F,0.3730992522773613
dim_11,ATBR10B,0.3578330545342261
dim_11,ATBR10F,0.3526647889562469
dim_11,ATBR09G,0.3518839349255432
dim_11,ATBR09D,0.3494706621658699
dim_11,ATBR10C,0.3401575370439988
dim_11,ATBR09I,0.336782631810332
dim_11,ATBR10D,0.33541989093232016
dim_11,ATBR15,0.3270764585302207
dim_11,ATBR09F,0.32592143451407185
dim_11,ATBR11A,0.32291108440360183
dim_11,ATBR08G,0.3163877547931819
dim_11,ATBR06C,0.3086838914421864
dim_11,ATBR08H,0.29051168927059773
dim_11,ATBR09C,0.2870327016107933
dim_11,ATBR07BB,0.27791352854275925
dim_11,ATBR12DB,0.2722611256930475
dim_11,ATBR11C,0.2716348911721662
dim_11,ATBR07AA,0.26168841678818644
dim_11,ATBR14,0.2570319849984707
dim_11,ATBR07AD,0.2530151594442687
dim_11,ATBR12EB,0.25091374944993916
dim_11,ATBR09E,0.24684883397834276
dim_11,ATBR09A,0.23904637537371495
dim_11,ATDGEAS,0.23701096164196261
dim_11,ATBR10A,0.23676913729972054
dim_11,ATBR12C,0.23099512413680856
dim_11,ATBR12DA,0.22703504229905458
dim_11,ATBR07BC,0.22548668189957183
dim_11,ATBR07BA,0.22319452052478514
dim_11,ATBR06E,0.21512134283926132
dim_11,ATBR12EA,0.20509598890351366
dim_11,ATBR11E,0.19899168981858012
dim_11,ATBR12DC,0.19845294289184193
dim_11,ATBR06D,0.19812723426547998
dim_11,ATBR10L,0.19217353291175368
dim_11,ATBR10K,0.1882964897201146
dim_11,ATBG07AE,0.18603679871760415
dim_11,ATBR07AB,0.18561509878477078
dim_11,ATBR07BD,0.18524713947786323
dim_11,ATBR08C,0.18447561526868494
dim_11,ATBR08B,0.18342694350842326
dim_11,ATBR11B,0.1774846854765608
dim_11,ATBR12BB,0.17709896876293665
dim_11,ATBG05BF,0.17426826431218387
dim_11,ATBG05BI,0.17284186861145834
dim_11,ACBG14H,0.1585857529378554
dim_11,ATBG06,0.15230564017491854
dim_11,ATDGTJS,0.14718200557711333
dim_11,ATBR09B,0.14425832832440913
dim_11,ATBR12A,0.14377696806264104
dim_11,ATBR08A,0.1432518233516784
dim_12,ACBG14K,0.7829411584919648
dim_12,ATBR12DC,0.7468466535338517
dim_12,ATBR12DA,0.6262184443292178
dim_12,ATBR10F,0.6106438186537693
dim_12,ACBG14F,0.5610344528356784
dim_12,ATBR12DB,0.5177916789759045
dim_12,ATBR12BD,0.4860248347261027
dim_12,ACBG14L,0.45812519113157923
dim_12,ATBR12EA,0.42546968338642643
dim_12,ATBR12C,0.3793053344527625
dim_12,ACBG14H,0.37267267175449764
dim_12,ACBG14B,0.3618705253644064
dim_12,ATBR12ED,0.3508644741583515
dim_12,ACBG14I,0.34413503989750627
dim_12,ATBR10J,0.33101204346995244
dim_12,ATBR12BA,0.326123551310802
dim_12,ATBR12EC,0.3183934262896311
dim_12,ATBR12BB,0.28880354371674066
dim_12,ATBG07BD,0.27797423615707884
dim_12,ATBR12BC,0.2665021726165684
dim_12,ATBR12A,0.26395230216473237
dim_12,ACBG14J,0.26007030570591544
dim_12,ACBG21C,0.24286179493794685
dim_12,ACBG14M,0.23458373778889097
dim_12,ACBG14N,0.22915930564807893
dim_12,ATBR09I,0.22088865067961896
dim_12,ATBR07BC,0.21906945339294068
dim_12,ATBR12EB,0.20483717551689037
dim_12,ATBR18A,0.203632844126382
dim_12,ATBR14,0.1999605693676363
dim_12,ATBR07BD,0.1948432471029965
dim_12,ATBG07BE,0.1826076092010843
dim_12,ATBR09C,0.16166360964920706
dim_12,ATDGTJS,0.15929784576208644
dim_12,ATBR10H,0.15508529650344094
dim_12,ATBR10I,0.15153689598642384
dim_12,ATBR07AB,0.14983144628493228
dim_12,ATBR19,0.14687690933256645
dim_12,ATDGSOS,0.1432529369468641
dim_12,ATBR08H,0.1408584089839536
dim_13,ACBG14L,0.555762063829638
dim_13,ACBG14I,0.5398755659241967
dim_13,ACBG14N,0.484205447971133
dim_13,ACBG14K,0.48082577551622174
dim_13,ACBG14H,0.430652444275619
dim_13,ACBG14J,0.371323544360961
dim_13,ACBG14M,0.33931748429453207
dim_13,ACBG14G,0.2482197771424529
dim_13,ATBR12C,0.1904892307477158
dim_13,ATBR15,0.1861206508174375
dim_13,ATBR12EA,0.18381463439177254
dim_13,ACBG14D,0.18345965160064032
dim_13,ACBG14C,0.18345965160064032
dim_13,ACBG04,0.1761660670038645
dim_13,ATBR18D,0.17515701146259416
dim_13,ATBR10E,0.1714932442646871
dim_13,ATBR10D,0.17141722319504657
dim_13,ATBR08A,0.1669775473370051
dim_13,ACBG14F,0.15394781643090086
dim_13,ACDGSBC,0.1481927303501904
dim_13,ATBR10G,0.14385814986647452
dim_13,ATBR09G,0.1409612325039486
dim_14,ACBG14F,0.39891737100018004
dim_14,ACBG13,0.3578468452240224
dim_14,ACBG14E,0.3148394792414715
dim_14,ATBR17A,0.27578759915375045
dim_14,ACBG14G,0.24682511514486113
dim_14,ATBR09A,0.22385546216009994
dim_14,ATBR15,0.22147263909770937
dim_14,ACBG18B,0.21960891407897962
dim_14,ATBR12EE,0.2145938659790902
dim_14,ATBR17C,0.21159193640511695
dim_14,ATBR10J,0.201782750389409
dim_14,ATBR10H,0.19251153502538074
dim_14,ATBR12EC,0.18754771202844062
