component,var_name,corr_ratio
dim_14,ATBG07BC,0.1862053240750153
dim_14,ATBR11D,0.1758957997199756
dim_14,ATBR12ED,0.17385979118556558
dim_14,ACDGEAS,0.1726067144597218
dim_14,ATBR06B,0.16747481710442036
dim_14,ACBG17,0.16156669851238165
dim_14,ATBR10C,0.14586101989327213
dim_14,ACDGSBC,0.14567931527356007
dim_14,ATDGSLI,0.14459566105253593
dim_14,ATBR09G,0.1445318116101599
dim_15,ACBG14M,0.2765051879739395
dim_15,ATBR09G,0.23162160425381792
dim_15,ATBR16,0.22341565476274144
dim_15,ATBR12EE,0.20278540647333998
dim_15,ATBR15,0.1990300502357169
dim_15,ACBG14J,0.19623899672327566
dim_15,ATBR11E,0.19571749070919492
dim_15,ACBG14K,0.1809508827670773
dim_15,ATBG07BC,0.17593981096821967
dim_15,ATBG07BB,0.16948038922083372
dim_15,ATBR07BA,0.1680536965843045
dim_15,ATBR12ED,0.1667094040962126
dim_15,ACDGEAS,0.1659338371544774
dim_15,ATBR10E,0.1570543647102971
dim_15,ATBR10I,0.1548526921585161
dim_15,ATBR10D,0.1524986326700941
dim_15,ATBR18D,0.1524949266107913
dim_15,ATBR08A,0.14913915031749764
dim_15,ATBR12EB,0.1460961548354224
dim_15,ATBR12EC,0.14409771107182343
dim_16,ACBG14I,0.3112936077091664
dim_16,ACBG19,0.212030331119486
dim_16,ACBG21E,0.21033949270306135
dim_16,ATBR09I,0.2094839141324826
dim_16,ACBG14N,0.19673541052197457
dim_16,ACBG14K,0.18119741007222995
dim_16,ACBG05A,0.1782285236382671
dim_16,ACBG14A,0.16933208265900662
dim_16,ATBR17C,0.15952936726858236
dim_16,ATBG05BF,0.15877059253929815
dim_16,ACBG14J,0.14989994247998606
dim_16,ATBG05BI,0.14644590897156545
dim_16,ACBG14E,0.14144093769422836
dim_16,ATBR06A,0.14046369597010572
dim_17,ACBG21F,0.37535249406557136
dim_17,ATBR10C,0.24794339378997782
dim_17,ACBG21E,0.2446365913842812
dim_17,ATBR06A,0.23418010463732827
dim_17,ACBG14J,0.22941400788582095
dim_17,ATBG08D,0.19481948481119798
dim_17,ACBG14C,0.18966935033087884
dim_17,ACBG14D,0.18966935033087884
dim_17,ATBR12C,0.18637197528485952
dim_17,ACDGDAS,0.17176664972579497
dim_17,ATBR09D,0.16421833256247675
dim_17,ACBG04,0.1631651510122902
dim_17,ACBG14G,0.16085812863283738
dim_17,ATBR11C,0.1594424801419663
dim_17,ACBG14I,0.15938314305219506
dim_18,ATBR12DC,0.2784462947841552
dim_18,ATBR12DA,0.19287102202910192
dim_18,ACBG14J,0.17762068472095252
dim_18,ATBR12EB,0.16119667290510303
dim_18,ACDGEAS,0.15237122643732115
dim_18,ATBR10G,0.14990675393898262
dim_18,ATBR07AB,0.14186051644148265
dim_19,ATBR10C,0.24765378559019863
dim_19,ATBR13D,0.2156725931782202
dim_19,ATBR09H,0.21282416374262128
dim_19,ACBG17,0.2062848368322761
dim_19,ATBR15,0.1753857082463735
dim_19,ATBR17B,0.16413924151370707
