dim_01,dim_02,dim_03,dim_05,dim_06,dim_07,dim_08,dim_11,dim_12,cluster,cluster_pred
0.8159324844284387,1.264225048280899,-0.0764677534658586,0.6010859374885797,1.0903268621420266,0.9997790710342198,0.9828900405890768,0.1419721620154602,-0.1442008940761484,0,0
1.2260544208637263,-0.4632181138964232,-0.0785260680149079,0.2510235311495649,1.1093180008399015,1.01174855038586,0.8656445773293683,0.1497478998257672,-0.141755182991031,6,6
0.6714523430397924,3.180713399884852,0.0091653529975064,-0.7614820792050557,1.0088301427349853,1.0961311086209429,0.8064451892743278,0.1104570036935731,-0.1424396485125367,0,0
0.2500569482238184,-1.0691151520430846,-0.0540947868455907,-0.9764873464150154,0.9964164058682812,1.0429412447393436,0.7748920102847837,0.1831190585392655,-0.1366612090605899,1,1
0.1227965648730933,0.0100490159018199,-0.1108839150743154,0.1868282709509641,1.0923445027769427,1.0113883175635885,0.8439767805815119,0.1566262379109858,-0.1475150575382791,1,1
0.1813261932455768,1.4670352077456672,-0.1097397883768694,0.5037073338994145,1.095591760150234,0.9620363595967284,0.9104435371728518,0.1457549714203558,-0.1375536230463696,0,0
-0.1190526554063933,-0.822566216942632,0.0189922150061158,-0.8970626457926822,1.0323774095826517,1.021240764830922,0.778915450665308,0.1735518748452558,-0.1353091360799157,1,1
-2.6242255011902778,-3.6072623155213095,0.1529539022243095,-1.6511118140358685,0.9832274583930096,1.0757361547446054,0.7241067786393134,0.1741758180078693,-0.128753359675874,1,1
-1.84472846447764,4.151488590537221,-0.0596943320414884,-0.5680097251390744,1.0883601253876922,1.107010330736595,0.8496465090520725,0.1329229436011855,-0.1341723581108321,0,0
-0.11201415419287,1.910030737151354,-0.0487637811836236,-0.8680306528139546,0.989896939048936,1.0767387013778549,0.7652901334523852,0.1495924285839492,-0.1405944204450516,0,0
-0.4820264298595097,-0.6074563999091226,0.0093849980603347,-0.3368365319013623,1.0711978682776215,0.9978874370955108,0.814639083642936,0.1597516340842869,-0.1380004401813768,1,1
