dim_01,dim_02,dim_03,dim_04,dim_05,dim_06,dim_07,dim_08,dim_09,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19
0.8159324844284387,1.264225048280899,-0.07646775346585864,0.1007156244640321,0.6010859374885797,1.0903268621420266,0.9997790710342198,0.9828900405890767,0.6379955342305124,-0.28778977006061995,0.14197216201546026,-0.1442008940761484,0.05861715131825235,0.015522324223082092,0.046188015856184594,-0.04890821299581598,0.05609198864135596,-0.1320329604385365,0.187896749405007
1.2260544208637263,-0.4632181138964232,-0.0785260680149079,0.0012080770694516238,0.2510235311495649,1.1093180008399015,1.01174855038586,0.8656445773293683,1.327930246239689,-1.028564474801269,0.14974789982576728,-0.14175518299103107,0.026670790554358823,-0.004587755762795007,0.039309574326826933,-0.05571889400294096,0.0690451902687379,-0.0945335825033969,0.18829758912973446
0.6714523430397924,3.1807133998848514,0.009165352997506489,2.5135154087798095,-0.7614820792050557,1.0088301427349853,1.0961311086209429,0.8064451892743278,1.155544309825868,1.2930469890025276,0.11045700369357317,-0.1424396485125367,0.06996784420874788,0.05582782327595014,0.05133636157065877,-0.06724038038752826,0.03207972047670865,-0.1736768510907566,0.17778362949902662
0.25005694822381846,-1.0691151520430846,-0.05409478684559077,-1.6349364004225568,-0.9764873464150154,0.9964164058682812,1.0429412447393436,0.7748920102847837,0.7331187188642344,-1.1291267883832747,0.18311905853926558,-0.1366612090605899,-0.02387068044852842,-0.05269463925559842,0.02700234860279677,-0.03785411633754407,0.06263377706978535,-0.049033316342336444,0.20669636874160408
0.12279656487309332,0.01004901590181999,-0.1108839150743154,0.9318294110888249,0.18682827095096413,1.0923445027769427,1.0113883175635883,0.8439767805815119,0.9781871212253056,0.7467883586005344,0.15662623791098582,-0.14751505753827912,0.0009369721334553105,-0.019776584123635317,0.02917712610697459,-0.056333420422717384,0.06319129511960417,-0.06971407243272884,0.1844809780228208
0.18132619324557683,1.4670352077456672,-0.10973978837686944,0.07594845360757586,0.5037073338994145,1.0955917601502339,0.9620363595967283,0.9104435371728518,0.7991438823060669,-0.5567720972948154,0.14575497142035584,-0.1375536230463696,0.06673774705509541,0.056566360958621116,0.06656010936508666,-0.049367895179323884,0.04238144770984649,-0.16497699762215146,0.19618439412846772
-0.11905265540639334,-0.822566216942632,0.018992215006115875,-1.5546587531522706,-0.8970626457926822,1.0323774095826515,1.0212407648309219,0.778915450665308,0.8622058615570412,0.6621105247267569,0.17355187484525583,-0.1353091360799157,-0.011664897062302726,-0.04043124549191965,0.05396337080244672,-0.038595418941869006,0.06134490691801959,-0.07170254338316814,0.22251636351039966
-2.6242255011902778,-3.6072623155213095,0.15295390222430952,-1.0550972864697028,-1.6511118140358683,0.9832274583930096,1.0757361547446054,0.7241067786393134,1.3902246442855974,-0.3161519883591044,0.1741758180078693,-0.12875335967587406,-0.028792666709021517,-0.06014304277070241,0.0354346780250097,-0.042001901323192856,0.08397111990102524,-0.04354722227191514,0.21637351381199196
-1.84472846447764,4.151488590537221,-0.059694332041488454,-0.21300319019824995,-0.5680097251390744,1.0883601253876922,1.107010330736595,0.8496465090520725,0.7864333567582553,0.3687914620163696,0.1329229436011855,-0.13417235811083217,0.04099588000279161,0.03579806412000414,0.0723211943360771,-0.06546062635782748,0.047853000342341544,-0.17587583965452336,0.1934784880999079
-0.11201415419287002,1.910030737151354,-0.048763781183623615,-0.6294640296053685,-0.8680306528139546,0.9898969390489359,1.0767387013778547,0.7652901334523852,1.0486570263959103,-0.9517028527636988,0.14959242858394925,-0.14059442044505166,0.01542411916774808,-0.0023823547022667133,0.052999618321236425,-0.06522906832160587,0.06330419754717828,-0.10029324564086167,0.18119673151810597
-0.4820264298595097,-0.6074563999091226,0.009384998060334777,0.09109625368736347,-0.33683653190136237,1.0711978682776215,0.9978874370955109,0.814639083642936,1.210889047948771,-1.0039690832629666,0.15975163408428694,-0.13800044018137683,0.001889443326461751,-0.025319261314209602,0.033971081083631796,-0.052483989579190246,0.06933519651721828,-0.06821022414957854,0.20263627948104196
1.209177835139812,0.5654989613295509,-0.04201700577333139,-1.2346997267464632,-0.125497728386486,1.0949645583810064,1.0126940726798874,0.8900349459231928,1.0988191270801846,1.1369699124375212,0.16739712509048899,-0.14457365535580238,0.008770302529336471,-0.014238604842040283,0.03668168742970864,-0.05040266793918034,0.051411841745862795,-0.08979800132631904,0.19141840828985496
1.3502813166925964,-0.20599107034254038,0.03971839818053708,-0.5304792302591484,-1.9193031538379626,0.945165384802182,1.0747525631039452,0.7281943021688095,0.6882769438834281,-0.19007938913663883,0.1390506162912754,-0.14109219035133644,0.008537288878420243,-0.023163968681633125,0.039183433023630476,-0.05274070739414702,0.06394366459020139,-0.07252624974088176,0.18743633060044745
1.7814607729396328,-1.1165312565635848,0.050331089826766956,0.7965529904178996,-0.928888352831878,1.0331772072965373,1.0461940200460664,0.7901803526993562,1.2757740426702207,0.7622624951423215,0.14185236020051573,-0.14666713825883648,0.016898029171492746,-0.030945495639736878,0.05591981680864792,-0.04958030407662821,0.07633254568883588,-0.08252193466379873,0.2028310645989949
-1.111753970616085,-1.0321819561463161,0.049228701620514424,-2.77996603322204,-1.1270848332159735,0.9988274177341409,1.1285132185577302,0.822219372326269,0.9903504392606699,-0.6526210855524583,0.167902298761737,-0.1355251579061057,0.004034755544135238,-0.010996435864059982,0.05820312488166504,-0.048813763288003464,0.06144637703770132,-0.10526893404170462,0.1943531428341192
1.75810482486371,0.4865726738579716,0.01936768253963046,3.888930319559032,-0.5012110937985562,0.9888743647648488,0.9854583303876893,0.7585422068997205,0.7708651356276307,1.1969739118119984,0.11826890745797085,-0.1456827979289459,0.027189198750046745,-0.014252143715182092,0.03484456138580816,-0.046454219029753316,0.07432621869507539,-0.09837513351055852,0.18672709024412304
-2.6364987403537,-3.0894098597486477,-0.008726939307929484,0.47663478098981016,-0.7831606214596974,1.0635123494217376,1.0506595850382305,0.8157920078047168,0.8607319934138817,2.1569456417019124,0.15540173657906484,-0.13021010012618325,0.024985521164050478,-0.008320513835300879,0.036708113428054044,-0.04355386775574784,0.05843897424929528,-0.10005177392942918,0.21114192829491404
-3.6979819364399393,-0.7912461220799476,-0.13885889388273592,-2.043004999449127,0.19281605105597752,1.1387803228064557,1.1034030336847895,0.9487054935111753,0.6881733238700722,0.8078770725246939,0.1781716693252901,-0.1354792086110037,0.0014955522964119478,-0.007614952195978478,0.062346956615280516,-0.04853890026383305,0.06805816534917372,-0.0966072358792047,0.20953754034202532
1.3050460882481247,-0.9192309082620398,0.08990473795728926,0.5214866644392566,-1.8627760902209187,0.9279941575767174,1.0416326428364993,0.662713257937334,0.9839910906776913,-0.6257944608045828,0.1617637179122835,-0.1438249062546095,-0.011724710629854071,-0.04229878305162757,0.022377411878064104,-0.03376853847998219,0.08670758394039757,-0.04300672543789685,0.19114073686020444
