cluster,dim_01,dim_02,dim_03,dim_04,dim_05,dim_06,dim_07,dim_08,dim_09,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19
0,0.8991520766020957,2.4518609128742272,0.08293616009828622,0.8028127087591576,0.2162625208370718,-0.05990745172736337,-0.09866938730821617,-0.42534551047350255,-0.20589437341235856,0.16901593657211064,0.010509177781349117,-0.07467380534567784,0.005136876879058642,0.006103503335437626,-0.020908492897442236,-0.030497195925520075,-0.001294484004030365,-0.035282794690614384,-0.04980790748453404
1,-0.9705859168834507,-0.5333072299686598,1.5311695518068977,-0.27184777559712675,-0.29930852179795936,0.4142931102320768,0.4052489558272896,-0.004446569746024197,-0.3969496312243619,0.05795760881986706,-0.16478105384864616,-0.09701550602228852,-0.03695176779744439,-0.0025630207278424352,-0.04546725122569607,0.019774596332847158,0.04321949522694631,-0.0049616662426931945,-0.003297151112671528
2,-3.251948914542106,-0.37082581597021885,-0.803572644478966,-0.7966346734455446,-0.5660794356371828,-0.6657447781990603,-0.30853405388369093,-0.8205034971997782,-0.1316666030199985,-0.29287526742269515,0.16346689030864128,-0.005883565612461261,-0.049410817529467285,-0.0428571523967953,-0.009138415655766417,0.006488785580296101,-0.0008353608655565986,0.054231912802902654,0.024592914923431734
3,1.7977070545593556,0.5446491990448143,2.033620110045036,0.8189548560787026,1.676507237575178,0.1804919757427622,0.8666851274823223,0.8490675345963777,0.6517523827020365,0.3403014110065101,-0.2329604099047347,0.03493263513865211,0.126212811915831,0.21580618183676445,0.11920726698037272,-0.026646886091013205,0.033941118676256564,-0.09210543688887166,0.0028213370963315176
4,0.9634437988753243,-0.9162916867133571,-0.5422742187825623,-0.036322741681240556,-0.563230289313704,-0.501279528499963,-0.3516569116777834,-1.029391779337478,0.26291116754675703,-0.07715766482373769,0.10697637087172406,-0.06800702502145045,-0.03833962750945563,-0.06179738490785281,-0.0077560002636998865,-0.024993180889182166,0.031349694483160766,0.07230263687684718,-0.016940273953479162
5,0.07306874973497698,-0.030828505771847304,-2.11878943496013,-0.44578963877248073,-0.04757917061281167,-1.0751900834286314,0.5774670526357012,1.4273971784717234,-0.5750330018112695,-0.06798799869423709,0.1451939002504822,0.3700204556729332,0.04670292793539714,-0.08321402562267212,0.013812551705163297,0.0631773747908705,-0.18920121676298154,-0.05557782841537031,0.010289400349010614
6,1.6037161758205776,0.10648125557057704,0.25462853084694015,0.5051734152913859,0.5089818509075449,2.863073025888596,-0.9656827346472843,1.5119686362472233,0.40413776855331085,0.06312530422160809,-0.17750727144283635,-0.09335377895920682,0.014077611777005103,0.052617045076182666,-0.033593974419549234,0.00555627800024386,0.055086397492526584,-0.030442536319742447,0.044319428184356024
