dim_01,dim_02,dim_03,dim_04,dim_05,dim_06,dim_07,dim_08,dim_09,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19,cluster,cluster_cat
0.8159324844284387,1.264225048280899,-0.0764677534658586,0.1007156244640321,0.6010859374885797,1.0903268621420266,0.9997790710342198,0.9828900405890768,0.6379955342305124,-0.2877897700606199,0.1419721620154602,-0.1442008940761484,0.0586171513182523,0.015522324223082,0.0461880158561845,-0.0489082129958159,0.0560919886413559,-0.1320329604385365,0.187896749405007,0,STU_0
1.2260544208637263,-0.4632181138964232,-0.0785260680149079,0.0012080770694516,0.2510235311495649,1.1093180008399015,1.01174855038586,0.8656445773293683,1.327930246239689,-1.028564474801269,0.1497478998257672,-0.141755182991031,0.0266707905543588,-0.004587755762795,0.0393095743268269,-0.0557188940029409,0.0690451902687379,-0.0945335825033969,0.1882975891297344,6,STU_6
0.6714523430397924,3.180713399884852,0.0091653529975064,2.513515408779809,-0.7614820792050557,1.0088301427349853,1.0961311086209429,0.8064451892743278,1.155544309825868,1.2930469890025276,0.1104570036935731,-0.1424396485125367,0.0699678442087478,0.0558278232759501,0.0513363615706587,-0.0672403803875282,0.0320797204767086,-0.1736768510907566,0.1777836294990266,0,STU_0
0.2500569482238184,-1.0691151520430846,-0.0540947868455907,-1.6349364004225568,-0.9764873464150154,0.9964164058682812,1.0429412447393436,0.7748920102847837,0.7331187188642344,-1.1291267883832747,0.1831190585392655,-0.1366612090605899,-0.0238706804485284,-0.0526946392555984,0.0270023486027967,-0.037854116337544,0.0626337770697853,-0.0490333163423364,0.206696368741604,1,STU_1
0.1227965648730933,0.0100490159018199,-0.1108839150743154,0.9318294110888248,0.1868282709509641,1.0923445027769427,1.0113883175635885,0.8439767805815119,0.9781871212253056,0.7467883586005344,0.1566262379109858,-0.1475150575382791,0.0009369721334553,-0.0197765841236353,0.0291771261069745,-0.0563334204227173,0.0631912951196041,-0.0697140724327288,0.1844809780228208,1,STU_1
0.1813261932455768,1.4670352077456672,-0.1097397883768694,0.0759484536075758,0.5037073338994145,1.095591760150234,0.9620363595967284,0.9104435371728518,0.7991438823060669,-0.5567720972948154,0.1457549714203558,-0.1375536230463696,0.0667377470550954,0.0565663609586211,0.0665601093650866,-0.0493678951793238,0.0423814477098464,-0.1649769976221514,0.1961843941284677,0,STU_0
-0.1190526554063933,-0.822566216942632,0.0189922150061158,-1.5546587531522706,-0.8970626457926822,1.0323774095826517,1.021240764830922,0.778915450665308,0.8622058615570412,0.6621105247267569,0.1735518748452558,-0.1353091360799157,-0.0116648970623027,-0.0404312454919196,0.0539633708024467,-0.038595418941869,0.0613449069180195,-0.0717025433831681,0.2225163635103996,1,STU_1
-2.6242255011902778,-3.6072623155213095,0.1529539022243095,-1.0550972864697028,-1.6511118140358685,0.9832274583930096,1.0757361547446054,0.7241067786393134,1.3902246442855974,-0.3161519883591044,0.1741758180078693,-0.128753359675874,-0.0287926667090215,-0.0601430427707024,0.0354346780250097,-0.0420019013231928,0.0839711199010252,-0.0435472222719151,0.2163735138119919,1,STU_1
-1.84472846447764,4.151488590537221,-0.0596943320414884,-0.2130031901982499,-0.5680097251390744,1.0883601253876922,1.107010330736595,0.8496465090520725,0.7864333567582553,0.3687914620163696,0.1329229436011855,-0.1341723581108321,0.0409958800027916,0.0357980641200041,0.0723211943360771,-0.0654606263578274,0.0478530003423415,-0.1758758396545233,0.1934784880999079,0,STU_0
-0.11201415419287,1.910030737151354,-0.0487637811836236,-0.6294640296053685,-0.8680306528139546,0.989896939048936,1.0767387013778549,0.7652901334523852,1.0486570263959103,-0.9517028527636988,0.1495924285839492,-0.1405944204450516,0.015424119167748,-0.0023823547022667,0.0529996183212364,-0.0652290683216058,0.0633041975471782,-0.1002932456408616,0.1811967315181059,0,STU_0
