Predicted values,Predicted values,Predicted values,Predicted values,Predicted values,Predicted values,Predicted values,recall
0,1,2,3,4,5,6,
112.0,5.0,1.0,4.0,5.0,10.0,0.0,0.8175182481751825
4.0,70.0,1.0,1.0,1.0,5.0,0.0,0.8536585365853658
1.0,0.0,53.0,4.0,6.0,12.0,0.0,0.6973684210526315
5.0,0.0,0.0,75.0,2.0,7.0,0.0,0.8426966292134831
6.0,1.0,8.0,3.0,127.0,1.0,0.0,0.8698630136986302
8.0,6.0,11.0,2.0,0.0,112.0,0.0,0.8057553956834532
0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.8333333333333334
0.8235294117647058,0.8536585365853658,0.7066666666666667,0.8426966292134831,0.900709219858156,0.7619047619047619,1.0,0.8207407407407408
