Predicted values,Predicted values,Predicted values,Predicted values,Predicted values,Predicted values,Predicted values,recall
0,1,2,3,4,5,6,
424.0,8.0,0.0,13.0,9.0,16.0,0.0,0.902127659574468
7.0,359.0,0.0,9.0,7.0,9.0,0.0,0.9181585677749361
2.0,1.0,354.0,4.0,10.0,16.0,0.0,0.9147286821705426
3.0,3.0,0.0,370.0,7.0,8.0,0.0,0.9462915601023018
7.0,2.0,15.0,2.0,508.0,3.0,0.0,0.9459962756052142
5.0,14.0,14.0,3.0,0.0,477.0,0.0,0.9298245614035088
0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0
0.9464285714285714,0.9276485788113695,0.9242819843342036,0.9226932668329177,0.9390018484288355,0.9017013232514177,1.0,0.9270100037050759
