cluster,dim_01,dim_02,dim_03,dim_04,dim_05,dim_06,dim_07,dim_08,dim_09,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19,dim_20,dim_21,dim_22,dim_23,dim_24,dim_25
0,0.2551156949980683,2.614265625690851,0.2765488862186016,0.2095567756015894,0.919744926022326,-0.02548432610399369,0.08580618764348094,0.06765029482147314,-0.03438086309991855,-0.0663012829242273,-0.007947539150721002,-0.014292190921140358,-0.06835702895738076,0.06782136301592473,-0.034788138369813676,-0.0770795057106214,-0.047077681269809296,0.012604400025439551,-0.01889202086003768,0.009285480391997256,0.01328553358128604,0.006293315971787523,-0.009818262754113433,-0.027409921890427215,-0.013642028358811719
1,-0.1450458562839064,-0.7347821998005494,-0.8298537859252222,-1.0961875970376245,-0.7435621601605042,-0.907015338319238,-0.3976989025032419,0.32493965259760954,-0.07408859337133147,-0.23097176333021888,-0.009909404487821965,0.03780747217178582,0.08422914525883132,-0.07045950259654897,0.003976760163464035,0.04791863740069726,0.033151335498596786,-0.008148439458773572,0.04710480531283209,-0.007937633990087192,0.010617640534390037,-0.0035835105746826862,-0.000957691060198884,-0.04732953830431416,0.0057268140898907045
2,0.7767813872317416,-0.4059939117253881,1.8442201042780524,-0.4203265741543527,-0.4112315212787202,-0.13765930294654516,0.34124145128545935,0.06163423068844375,-0.033757781254239456,0.5163840313485599,-0.05161090902538909,-0.0018146608416279974,0.009982957952270229,-0.011352285434692721,-0.007364157810681708,-0.008177657351169453,0.00203235869938875,0.005878453416800578,-0.022627521929747155,-0.018333013612601156,0.010523438625672673,-0.0018800638450936764,0.03642921609089645,0.0003211507040443827,-0.002979108585247502
3,2.472240955883284,0.17912554198015307,0.4689833676680555,1.1440717355767502,1.0737843226112518,0.3706469081700186,-0.22598703516064048,0.2720510010387164,0.3868350176990152,-0.1055743740268039,0.09678813456068824,-0.04402207450357712,-0.08361867277901676,0.06287812266732726,-0.029872342253467864,-0.08533367381740159,0.0030020977828666257,-0.006222057357206876,-0.04041075507688657,0.010188236985806771,-0.02983099253183919,0.004509485115893117,-0.017258443414635723,0.025299902364156652,-0.007581417066802234
4,-0.17585561941223085,-0.6363187218668231,-0.9078265026760292,1.1107702187014612,0.0741843003144399,0.7716125366041644,0.25134981808139567,-0.24725542962827088,0.1157713307085086,-0.11668372106169596,0.0022783872826612024,-0.03554419326190521,-0.032109000742266844,0.011161600344113213,0.0450233286023481,0.029162860679372262,-0.01607027576995087,0.00802438566363178,-0.016339975449871907,0.010405001414241857,0.005741691402191477,-0.005772563072761852,0.0052320546387834435,0.061573083335067565,0.029484700528450224
5,-3.7673475564223677,-0.47113503626293846,-0.546875720591096,-1.0068299490542159,-0.794979503058641,0.037187556810866385,0.0576480228089736,-0.6274475261145557,-0.4510837970053316,0.10215960368538578,-0.04172981702165563,0.06246259306686673,0.07982881402774697,-0.044565451594929535,0.015241694402141376,0.08395512128511505,0.013832941044581517,-0.01028548599081621,0.04734260193233564,-0.0031477093154593473,-0.011527138062390125,0.0030967668789002984,-0.015749340228668217,-0.015891231145934638,-0.020788692520866132
