component,var_name,var_value,component_mean,component_std
dim_11,ATBR11D,2,-0.19910167763772027,0.22975169468715873
dim_11,ATBR11D,3,0.003667334002157299,0.22378642960738784
dim_11,ATBR11D,4,0.20959490602093273,0.36278080972449606
dim_11,ATBR08D,1,-0.08237316065618876,0.2475255927586592
dim_11,ATBR08D,2,0.06284871531879109,0.2525642010593543
dim_11,ATBR08D,3,0.5008114880128406,0.27123910256851874
dim_11,ATBR11B,1,-0.10266973571388825,0.2215682536581286
dim_11,ATBR11B,2,0.04122905085158126,0.26210571511832104
dim_11,ATBR11B,3,0.1557897779064186,0.2968658404132704
dim_11,ATBR11B,4,0.5281802193240329,0.01020443188821507
dim_11,ATBR18C,1,-0.07783808661207824,0.2349787657824114
dim_11,ATBR18C,2,0.054539080526500104,0.2670875774255625
dim_11,ATBR18C,3,0.4085372155193792,0.28136227464761926
dim_12,ATBR12EA,1,0.14148910452051933,0.15247040137190546
dim_12,ATBR12EA,2,0.10601229143168955,0.14292564696489887
dim_12,ATBR12EA,3,0.22541594338746598,0.1756670407107736
dim_12,ATBR12EA,4,-0.10951130954390335,0.16803356429453453
dim_12,ATBR12C,1,0.18457223470208892,0.13598916164213715
