ASRREA,ASBGSEC,ASBGSSB,ASBGSB,ASBGERL,ASBGDRL,ASBGSLR,ASBGSCR,ASBGHRL,ASBHSES,ASBHELN,ASBHELT,ASBHPCS,ASBHPLR,ACBG09,ACBG15,ACBG16,ACBGRRS,ACBGEAS,ACDGTIHY,ATBG01,ATBR01B,ATBR02B,ATBGEAS,ATBGSOS,ATBGTJS,ATBGSLI,ATDGLIHY,ATDGRIHY,ACBG14K,ACBG14M,ATBG05BB,ATBR07AB,ATBR07BB,ATBR08D,ATBR09H,ATBR12C,ATBR12DC,ATBR13D,ATBR14,cluster,cluster_pred
607.250824,9.00789,8.64972,12.567489999999998,7.63232,9.30655,8.7748,8.72693,9.91526,9.99175,10.61066,11.18387,8.994789999999998,9.34052,100.0,1.0,1.0,8.75973,7.853500000000001,855.0,26.0,28.0,1.0,8.83963,9.89419,8.67953,13.32137,152.0,152.0,3,5,1,4,4,1,2,4,3,2,2,1,1
607.3087,10.97885,7.55475,10.28695,11.54818,7.86603,9.61297,13.45388,10.54337,9.99175,15.91536,13.91988,10.83953,9.34052,100.0,1.0,1.0,8.75973,7.853500000000001,855.0,26.0,28.0,1.0,8.83963,9.89419,8.67953,13.32137,152.0,152.0,3,5,1,4,4,1,2,4,3,2,2,0,0
543.250076,6.93942,7.87932,8.8384,7.63232,8.6804,9.61297,9.0457,10.89263,12.27791,9.2165,10.445390000000002,8.46496,8.67085,100.0,1.0,1.0,8.75973,7.853500000000001,855.0,26.0,28.0,1.0,8.83963,9.89419,8.67953,13.32137,152.0,152.0,3,5,1,4,4,1,2,4,3,2,2,1,1
571.778104,12.60945,5.40935,9.26414,6.72566,9.89746,8.22519,9.8041,9.91526,9.99175,10.61066,11.18387,5.695990000000001,6.9618,100.0,1.0,1.0,8.75973,7.853500000000001,855.0,26.0,28.0,1.0,8.83963,9.89419,8.67953,13.32137,152.0,152.0,3,5,1,4,4,1,2,4,3,2,2,1,1
590.869874,8.12699,9.15299,10.965,8.05152,5.92238,8.7748,8.1368,11.28642,11.68007,9.88273,10.445390000000002,7.91212,7.40977,100.0,1.0,1.0,8.75973,7.853500000000001,855.0,26.0,28.0,1.0,8.83963,9.89419,8.67953,13.32137,152.0,152.0,3,5,1,4,4,1,2,4,3,2,2,1,1
559.701456,8.77882,8.23773,12.567489999999998,6.90346,9.30655,8.58785,5.95198,9.29058,8.92588,9.88273,10.445390000000002,8.994789999999998,8.2504,100.0,1.0,1.0,8.75973,7.853500000000001,855.0,26.0,28.0,1.0,8.83963,9.89419,8.67953,13.32137,152.0,152.0,3,5,1,4,4,1,2,4,3,2,2,1,1
625.341206,9.25019,10.82106,10.86326,8.29214,8.31437,8.7748,10.28978,10.89263,11.17158,9.43432,12.79881,12.13203,9.34052,100.0,1.0,1.0,8.75973,7.853500000000001,855.0,26.0,28.0,1.0,8.83963,9.89419,8.67953,13.32137,152.0,152.0,3,5,1,4,4,1,2,4,3,2,2,1,1
639.416392,11.61875,8.23773,12.567489999999998,8.54449,8.31437,11.30153,11.76022,10.22238,10.34719,9.88273,12.79881,10.10603,8.2504,100.0,1.0,1.0,8.75973,7.853500000000001,855.0,26.0,28.0,1.0,8.83963,9.89419,8.67953,13.32137,152.0,152.0,3,5,1,4,4,1,2,4,3,2,2,3,3
605.1065140000001,7.90958,5.88997,12.567489999999998,6.36679,7.86603,3.967880000000001,7.532170000000001,10.22238,9.65449,7.93271,10.801940000000002,7.91212,7.8339,100.0,1.0,1.0,8.75973,7.853500000000001,855.0,26.0,28.0,1.0,8.83963,9.89419,8.67953,13.32137,152.0,152.0,3,5,1,4,4,1,2,4,3,2,2,1,1
574.1125,9.25019,8.23773,7.37578,8.28542,8.6804,9.38515,7.19857,13.04647,10.72985,7.93271,12.12899,9.52493,8.45942,100.0,1.0,1.0,8.75973,7.853500000000001,855.0,26.0,28.0,1.0,8.83963,9.89419,8.67953,13.32137,152.0,152.0,3,5,1,4,4,1,2,4,3,2,2,1,1
602.832604,10.97885,6.61933,9.528710000000002,9.1701,7.86603,9.86291,8.428240000000002,11.28642,10.72985,9.88273,11.61328,8.994789999999998,6.9618,100.0,1.0,1.0,8.75973,7.853500000000001,855.0,26.0,28.0,1.0,8.83963,9.89419,8.67953,13.32137,152.0,152.0,3,5,1,4,4,1,2,4,3,2,2,1,1
671.213866,10.50352,7.55475,10.965,8.28542,10.57259,7.68295,7.84162,8.54792,8.92588,7.714189999999999,10.445390000000002,8.46496,5.86197,100.0,1.0,1.0,8.75973,7.853500000000001,855.0,26.0,28.0,1.0,8.83963,9.89419,8.67953,13.32137,152.0,152.0,3,5,1,4,4,1,2,4,3,2,2,1,1
624.2562180000001,8.34208,12.852619999999998,12.567489999999998,13.33453,11.50099,14.87956,10.28978,10.22238,10.34719,10.61066,13.91988,12.13203,10.47786,100.0,1.0,1.0,8.75973,7.853500000000001,855.0,26.0,28.0,1.0,8.83963,9.89419,8.67953,13.32137,152.0,152.0,3,5,1,4,4,1,2,4,3,2,2,2,2
588.332056,9.79644,8.64972,8.49098,7.8348,7.23115,9.61297,9.399640000000002,11.74392,12.27791,10.1163,10.801940000000002,8.994789999999998,9.8488,100.0,1.0,1.0,8.75973,7.853500000000001,855.0,26.0,28.0,1.0,8.83963,9.89419,8.67953,13.32137,152.0,152.0,3,5,1,4,4,1,2,4,3,2,2,1,1
591.91728,10.50352,12.852619999999998,9.03816,13.33453,5.92238,11.30153,9.0457,14.50919,12.27791,11.16498,12.79881,9.52493,8.2504,100.0,1.0,1.0,8.75973,7.853500000000001,855.0,26.0,28.0,1.0,8.83963,9.89419,8.67953,13.32137,152.0,152.0,3,5,1,4,4,1,2,4,3,2,2,0,0
603.74406,9.25019,9.15299,9.528710000000002,8.28542,7.86603,9.17072,10.28978,11.74392,12.27791,11.16498,12.79881,9.52493,8.2504,100.0,1.0,1.0,8.75973,7.853500000000001,855.0,26.0,28.0,1.0,8.83963,9.89419,8.67953,13.32137,152.0,152.0,3,5,1,4,4,1,2,4,3,2,2,0,0
594.6067419999999,10.97885,10.82106,10.28695,10.0428,10.98651,9.17072,7.19857,8.54792,9.3078,10.76993,12.12899,12.13203,11.399,200.0,3.0000000000000004,3.0,7.860289999999999,7.853500000000001,997.5,29.000000000000004,29.0,0.0,9.44107,12.35702,7.334360000000001,11.57611,221.66667,22.16667,2,5,2,4,4,1,3,4,3,1,3,0,0
613.146026,9.00789,10.82106,9.26414,9.1701,10.57259,9.86291,8.428240000000002,9.29058,9.99175,9.00134,10.445390000000002,8.46496,9.34052,200.0,3.0000000000000004,3.0,7.860289999999999,7.853500000000001,997.5,29.000000000000004,29.0,0.0,9.44107,12.35702,7.334360000000001,11.57611,221.66667,22.16667,2,5,2,4,4,1,3,4,3,1,3,1,1
608.175212,10.97885,12.852619999999998,8.183980000000004,13.33453,7.23115,14.87956,11.76022,10.54337,10.34719,11.16498,13.91988,12.13203,12.157349999999996,200.0,3.0000000000000004,3.0,7.860289999999999,7.853500000000001,997.5,29.000000000000004,29.0,0.0,9.44107,12.35702,7.334360000000001,11.57611,221.66667,22.16667,2,5,2,4,4,1,3,4,3,1,3,0,2
546.4468159999999,7.68647,12.852619999999998,8.49098,13.33453,9.30655,11.30153,10.28978,9.29058,9.65449,9.43432,10.445390000000002,10.83953,8.88647,200.0,3.0000000000000004,3.0,7.860289999999999,7.853500000000001,997.5,29.000000000000004,29.0,0.0,9.44107,12.35702,7.334360000000001,11.57611,221.66667,22.16667,2,5,2,4,4,1,3,4,3,1,3,2,2
567.428716,9.25019,6.93638,12.567489999999998,7.25705,9.30655,6.88069,10.28978,10.145863915647242,9.91394,9.00134,12.12899,12.13203,9.34052,200.0,3.0000000000000004,3.0,7.860289999999999,7.853500000000001,997.5,29.000000000000004,29.0,0.0,9.44107,12.35702,7.334360000000001,11.57611,221.66667,22.16667,2,5,2,4,4,1,3,4,3,1,3,1,1
618.740828,10.97885,12.852619999999998,10.965,13.33453,5.92238,11.30153,13.45388,10.22238,9.65449,7.49173,12.12899,8.994789999999998,9.10865,200.0,3.0000000000000004,3.0,7.860289999999999,7.853500000000001,997.5,29.000000000000004,29.0,0.0,9.44107,12.35702,7.334360000000001,11.57611,221.66667,22.16667,2,5,2,4,4,1,3,4,3,1,3,2,2
559.0482959999999,9.51164,8.64972,12.567489999999998,10.0428,9.89746,8.96826,9.0457,9.91526,9.65449,11.82488,13.91988,3.7563,7.62363,200.0,3.0000000000000004,3.0,7.860289999999999,7.853500000000001,997.5,29.000000000000004,29.0,0.0,9.44107,12.35702,7.334360000000001,11.57611,221.66667,22.16667,2,5,2,4,4,1,3,4,3,1,3,0,0
558.065394,7.68647,8.64972,12.567489999999998,8.28542,10.21804,8.40525,8.428240000000002,9.55455285344634,9.16048,8.57506,10.445390000000002,12.13203,8.45942,200.0,3.0000000000000004,3.0,7.860289999999999,7.853500000000001,997.5,29.000000000000004,29.0,0.0,9.44107,12.35702,7.334360000000001,11.57611,221.66667,22.16667,2,5,2,4,4,1,3,4,3,1,3,1,1
458.1543840000001,14.77909,8.23773,10.28695,13.33453,13.15938,14.87956,7.19857,9.91526,8.47905,8.78784,10.801940000000002,9.52493,8.67085,200.0,3.0000000000000004,3.0,7.860289999999999,7.853500000000001,997.5,29.000000000000004,29.0,0.0,9.44107,12.35702,7.334360000000001,11.57611,221.66667,22.16667,2,5,2,4,4,1,3,4,3,1,3,5,5
587.7811119999999,9.79644,12.852619999999998,12.567489999999998,9.56347,9.30655,8.58785,13.45388,10.63679,9.91553,9.2165,11.18387,8.46496,7.8339,200.0,3.0000000000000004,3.0,7.860289999999999,7.853500000000001,997.5,29.000000000000004,29.0,0.0,9.44107,12.35702,7.334360000000001,11.57611,221.66667,22.16667,2,5,2,4,4,1,3,4,3,1,3,2,2
504.40956399999993,8.12699,12.852619999999998,8.183980000000004,13.33453,9.60657,10.45984,7.19857,10.54337,11.17158,7.93271,10.801940000000002,8.994789999999998,8.88647,200.0,3.0000000000000004,3.0,7.860289999999999,7.853500000000001,997.5,29.000000000000004,29.0,0.0,9.44107,12.35702,7.334360000000001,11.57611,221.66667,22.16667,2,5,2,4,4,1,3,4,3,1,3,5,5
620.592586,7.90958,7.87932,8.65929,8.83577,9.00419,9.17072,13.45388,10.54337,11.17158,7.93271,10.801940000000002,8.994789999999998,8.88647,200.0,3.0000000000000004,3.0,7.860289999999999,7.853500000000001,997.5,29.000000000000004,29.0,0.0,9.44107,12.35702,7.334360000000001,11.57611,221.66667,22.16667,2,5,2,4,4,1,3,4,3,1,3,3,3
528.103762,10.50352,9.15299,9.03816,8.28542,11.50099,9.86291,8.72693,8.54792,7.92896,8.57506,13.91988,7.91212,10.14182,200.0,3.0000000000000004,3.0,7.860289999999999,7.853500000000001,997.5,29.000000000000004,29.0,0.0,9.44107,12.35702,7.334360000000001,11.57611,221.66667,22.16667,2,5,2,4,4,1,3,4,3,1,3,1,1
601.431822,10.12086,8.23773,10.965,8.28542,10.57259,7.865749999999999,10.90567,9.29058,9.3078,4.467,11.61328,12.13203,5.47972,200.0,3.0000000000000004,3.0,7.860289999999999,7.853500000000001,997.5,29.000000000000004,29.0,0.0,9.44107,12.35702,7.334360000000001,11.57611,221.66667,22.16667,2,5,2,4,4,1,3,4,3,1,3,1,1
584.519026,9.79644,10.82106,9.26414,8.83577,9.00419,9.61297,7.84162,10.19786,9.91553,9.00134,11.18387,10.10603,9.58447,200.0,3.0000000000000004,3.0,7.860289999999999,7.853500000000001,997.5,29.000000000000004,29.0,0.0,9.44107,12.35702,7.334360000000001,11.57611,221.66667,22.16667,2,5,2,4,4,1,3,4,3,1,3,1,1
450.197844,14.77909,9.15299,8.65929,11.37726,9.30655,14.87956,9.0457,10.63679,10.96132,8.36223,10.445390000000002,12.13203,11.399,200.0,3.0000000000000004,3.0,7.860289999999999,7.853500000000001,997.5,29.000000000000004,29.0,0.0,9.44107,12.35702,7.334360000000001,11.57611,221.66667,22.16667,2,5,2,4,4,1,3,4,3,1,3,5,5
535.0447099999999,8.12699,7.55475,12.567489999999998,7.63232,11.50099,7.30132,8.1368,9.55455285344634,9.16048,5.669340000000001,9.76177,4.99314,8.45942,200.0,3.0000000000000004,3.0,7.860289999999999,7.853500000000001,997.5,29.000000000000004,29.0,0.0,9.44107,12.35702,7.334360000000001,11.57611,221.66667,22.16667,2,5,2,4,4,1,3,4,3,1,3,1,1
402.225012,5.915889999999999,3.24506,12.567489999999998,2.39842,15.04369,5.4893,9.0457,8.54792,8.47905,10.72797,9.422330000000002,12.13203,8.67085,40.0,18.0,1.0,7.17829,10.36678,1002.75,20.0,24.0,4.0,9.139860000000002,8.99685,8.67953,9.680369999999998,171.9,19.1,3,4,2,3,3,2,2,3,2,3,4,5,5
425.095204,7.453760000000001,9.82079,8.49098,8.05152,10.57259,8.96826,7.84162,8.86696,7.488229999999999,8.57506,11.18387,12.13203,8.2504,40.0,18.0,1.0,7.17829,10.36678,1002.75,20.0,24.0,4.0,9.139860000000002,8.99685,8.67953,9.680369999999998,171.9,19.1,3,4,2,3,3,2,2,3,2,3,4,5,5
514.928568,7.68647,8.23773,12.567489999999998,7.440709999999999,10.21804,8.58785,8.72693,8.50196,7.75817,3.87559,10.445390000000002,6.27013,7.40977,40.0,18.0,1.0,7.17829,10.36678,1002.75,20.0,24.0,4.0,9.139860000000002,8.99685,8.67953,9.680369999999998,171.9,19.1,3,4,2,3,3,2,2,3,2,3,4,1,5
481.541284,10.97885,8.64972,10.965,6.36679,9.60657,6.39342,7.84162,7.54207,7.92896,7.714189999999999,9.0796,10.10603,6.9618,40.0,18.0,1.0,7.17829,10.36678,1002.75,20.0,24.0,4.0,9.139860000000002,8.99685,8.67953,9.680369999999998,171.9,19.1,3,4,2,3,3,2,2,3,2,3,4,5,5
570.9235199999999,9.00789,12.852619999999998,9.03816,9.56347,9.89746,9.86291,9.399640000000002,7.54207,7.22491,7.49173,10.10135,7.35062,9.8488,40.0,18.0,1.0,7.17829,10.36678,1002.75,20.0,24.0,4.0,9.139860000000002,8.99685,8.67953,9.680369999999998,171.9,19.1,3,4,2,3,3,2,2,3,2,3,4,1,1
583.28691,8.55821,8.23773,9.85265,8.54449,8.31437,9.17072,9.8041,10.22238,9.65449,10.87826,13.91988,12.13203,9.00489,40.0,18.0,1.0,7.17829,10.36678,1002.75,20.0,24.0,4.0,9.139860000000002,8.99685,8.67953,9.680369999999998,171.9,19.1,3,4,2,3,3,2,2,3,2,3,4,0,0
454.13147,5.915889999999999,10.82106,12.567489999999998,8.83577,5.92238,7.097489999999999,8.72693,9.29058,9.3078,10.1163,13.91988,12.13203,10.47786,40.0,18.0,1.0,7.17829,10.36678,1002.75,20.0,24.0,4.0,9.139860000000002,8.99685,8.67953,9.680369999999998,171.9,19.1,3,4,2,3,3,2,2,3,2,3,4,5,5
363.34092,4.64298,8.23773,9.528710000000002,8.28542,11.50099,6.39342,7.19857,8.08848,7.22491,7.93271,10.445390000000002,10.10603,9.34052,40.0,18.0,1.0,7.17829,10.36678,1002.75,20.0,24.0,4.0,9.139860000000002,8.99685,8.67953,9.680369999999998,171.9,19.1,3,4,2,3,3,2,2,3,2,3,4,5,5
