cluster,dim_01,dim_02,dim_03,dim_04,dim_05,dim_06,dim_07,dim_08,dim_09,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19,dim_20,dim_21,dim_22,dim_23
0,1.1496214770444724,2.3477403645947006,0.5727654147513376,0.3214769862618392,-0.06379862492973232,0.14885899907413713,1.0817393068267356,-0.3845828584012634,-0.10782675063496615,-0.31678371305353126,0.00019078206948455075,0.04353935774686923,0.026957261808772053,-0.06143752129094317,-0.04432649356202615,-0.025345006248107285,-0.01473149442522984,0.006529680851468705,0.030713468461550965,-0.052367480414932666,0.06549411663448915,-0.02176509708993376,-0.014959934307542281
1,-0.16308052335825726,-0.3153874631702699,0.01766990596365781,-3.4168421657125783,-0.49378570001188327,0.06454022090839293,-0.7529237851642876,-0.141174998922887,-0.2947492639748628,0.4490055120848927,0.09961870747492654,0.009498045309269322,0.019302988782342108,0.03279139335605654,-0.05286616229376326,-0.04269754366327043,0.06046465116214139,-0.0024911831860833862,0.035509402466032666,0.04385243868843773,-0.07121882563338186,0.002066645424754284,-0.012368512571028304
2,-0.4010145861700689,-0.9447865876352181,0.5757845325668878,0.501829624916332,-0.577435318442053,0.45489003569496206,-0.971161524012806,-0.09664127056741759,-0.3369924428885901,0.2590453266020491,-0.033577007271640126,0.0018075109699231446,0.06288497943738516,0.0739819902715389,0.026814033590883555,-0.004050823139643604,0.09180768947881139,0.017231712291899844,-0.013651406707912239,0.017736795826427988,-0.05185345797488054,-0.001705095250286731,-0.009258747531577398
3,1.038578386783918,-0.21358873111633234,0.12670372616929676,-0.04867983057475097,0.2611649916534701,-0.8526640164372257,0.11998179041157646,0.17744526351213036,1.7683402171490867,-0.11434000315249508,0.0040305647552986,-0.014493406051937564,-0.04859384638876303,0.0066376423299124784,-0.006594729071223954,0.08197928695341565,-0.06546495430809551,0.0026291336666373444,-0.04207563755864471,0.023674810089387006,0.09648879173046926,-0.01588435483274643,0.007979483807562335
4,1.834000866569194,-0.39394463357237836,-0.6166149694533937,0.41993439353614015,-0.4023546887557528,0.44295582804985756,1.0617931381034373,0.16350555393178268,-0.7389496766002168,0.036731969955285104,-0.04716943071322399,-0.06957936079635914,0.036786096197299285,-0.09343295935875519,-0.0024652637690079013,-0.03040872612524995,-0.028641312377809255,0.015418494818183566,0.026811588894403084,0.028987445794349455,-0.005682780806860738,0.0009716313422479569,-0.0006446526645481251
5,-3.2704643503238375,-0.47466233058319107,-0.7587779350048114,-0.008034620773237595,0.027506417721127222,-0.4942650191365948,-0.7775215790989708,0.13980825720747284,-0.01428388172859269,-0.20975867641598656,-0.022444837932467,-0.011728458732974671,-0.09560169107737068,0.057713740533280385,0.008648318087892536,0.044542820064027634,0.019325559025739483,-0.008807214866814956,-0.042788239156870835,0.011024841269389398,-0.02973347631960115,0.04254158727232484,0.047695098491045786
6,-0.36020894975059786,-0.31793622515293424,0.2119530279409021,1.8377645086720726,4.598965735870314,0.2166492848781764,-0.08600382234561889,0.454397339921848,-0.2405705227400685,0.2715017012905902,0.22289436453849173,0.18066332534406296,-0.03829151202174771,-0.023502026669469916,0.163683551819849,-0.12141454663579122,-0.22296343952598152,-0.13770125378499484,0.0686427815100106,-0.20262247591402177,-0.06461294482546304,-0.031015775370822098,-0.08928077052861065
