component,var_name,var_value,component_mean,component_std
dim_11,ATBR10C,1,0.23964777378473306,0.1914452164706102
dim_11,ATBR10C,2,-0.048824436695349506,0.21771393038776282
dim_11,ATBR10C,3,-0.3495393683508157,0.17129153205823064
dim_11,ATBR10C,4,-0.7012152694408196,0.005881054523933509
dim_11,ATBR09E,1,0.2732011652668222,0.21027992743019885
dim_11,ATBR09E,2,0.022368474698531024,0.2109697372918757
dim_11,ATBR09E,3,-0.19709493505632958,0.20466878888323983
dim_11,ATBR09E,4,-0.48409872623333583,0.13080665264037133
dim_11,ATBR09C,1,0.20519832787152534,0.19507402113922706
dim_11,ATBR09C,2,0.16925612339698706,0.20786318907008083
dim_11,ATBR09C,3,-0.23323647820887533,0.23050299716325376
dim_11,ATBR09C,4,-0.3617405674152083,0.032987763088574
dim_11,ATBR10J,1,0.3659151426567947,0.2507228233484615
dim_11,ATBR10J,2,0.07784187872653398,0.19885305261005404
dim_11,ATBR10J,3,-0.2265932662084186,0.24683866169575788
dim_11,ATBR10J,4,-0.4105962519391734,0.1341032409256911
dim_11,ATBR10F,1,0.2243172233812131,0.22632383258943659
dim_11,ATBR10F,2,0.13535418816819614,0.22206163275619134
dim_11,ATBR10F,3,-0.24838486524601244,0.21471410271981817
dim_11,ATBR10F,4,-0.3893709177597519,0.007295167742427974
dim_11,ATBR10I,1,0.27348106689346485,0.23442173877848016
dim_11,ATBR10I,2,0.04390557889033578,0.22049726965814362
dim_11,ATBR10I,3,-0.2919683035465482,0.20085613297513982
dim_11,ATBR10I,4,-0.5208712766124006,0.15246541302462174
dim_11,ATBR10A,1,0.15382608423640398,0.2280850298348105
dim_11,ATBR10A,2,-0.12076683460593084,0.22665286132395018
dim_11,ATBR10A,3,-0.47316299425856967,0.12372410434151074
dim_11,ATBR09D,1,0.2242587686029671,0.23041703954727796
dim_11,ATBR09D,2,0.03623657376812399,0.22481332556732309
dim_11,ATBR09D,3,-0.3061087705450314,0.20000340647598
dim_11,ATBR09G,1,0.322307131860403,0.2233280753228014
dim_11,ATBR09G,2,0.059581323102498564,0.22125971800359087
dim_11,ATBR09G,3,-0.12970720801323354,0.2319256270105629
