ASDAGE,ASRREA,ASBGSEC,ASBGSSB,ASBGSB,ASBGERL,ASBGDRL,ASBGSLR,ASBGSCR,ASBGHRL,ASBHSES,ASBHELN,ASBHELT,ASBHPCS,ASBHPLR,ACBG09,ACBG15,ACBG16,ACBGRRS,ACBGEAS,ACBGDAS,ACDGTIHY,ATBG01,ATBR01A,ATBR01B,ATBR02A,ATBR02B,ATBGEAS,ATBGSOS,ATBGTJS,ATBGSLI,ATDGLIHY,ATDGRIHY,ASBH16,ACBG14F,ACBG14G,ACBG14K,ACBG14M,ACBG14N,ACBG20,ACBG21B,ACBG21C,ACBG21F,ATBG05BE,ATBG05BJ,ATBG07BC,ATBG07BF,ATBG08B,ATBG09A,ATBG09D,ATBR06C,ATBR07BC,ATBR08A,ATBR08G,ATBR09B,ATBR09D,ATBR09E,ATBR09G,ATBR09I,ATBR10E,ATBR10G,ATBR10H,ATBR10I,ATBR11D,ATBR12A,ATBR12BB,ATBR13B,ATBR13C,ATBR17A,ATBR17B,ATBR18D,cluster,cluster_pred
9.83,517.241206,9.00789,12.852619999999998,12.567489999999998,13.33453,10.57259,14.87956,10.90567,9.91526,9.99175,9.00134,9.28773,11.55438,10.47786,30.0,5.0,5.0,9.62597,9.72437,12.9615,773.33333,25.0,27.0,27.0,2.0,3.0,9.7433,8.996849999999998,9.27422,10.90415,200.0,33.33333,5,2,2,3,3,3,2,2,2,2,2,1,2,2,2,1,2,3,2,2,3,4,3,4,3,3,3,3,2,3,4,1,1,1,1,2,2,3,2,2
9.83,628.49362,9.25019,10.82106,10.965,10.0428,10.98651,8.7748,9.8041,8.08848,7.92896,8.78784,9.76177,8.46496,9.10865,30.0,5.0,5.0,9.62597,9.72437,12.9615,773.33333,25.0,27.0,27.0,2.0,3.0,9.7433,8.996849999999998,9.27422,10.90415,200.0,33.33333,5,2,2,3,3,3,2,2,2,2,2,1,2,2,2,1,2,3,2,2,3,4,3,4,3,3,3,3,2,3,4,1,1,1,1,2,2,3,2,2
10.67,500.667574,12.60945,10.82106,12.567489999999998,8.83577,12.18062,8.7748,7.84162,9.91526,9.99175,7.93271,9.76177,7.35062,8.04235,30.0,5.0,5.0,9.62597,9.72437,12.9615,773.33333,25.0,27.0,27.0,2.0,3.0,9.7433,8.996849999999998,9.27422,10.90415,200.0,33.33333,5,2,2,3,3,3,2,2,2,2,2,1,2,2,2,1,2,3,2,2,3,4,3,4,3,3,3,3,2,3,4,1,1,1,1,2,2,3,2,2
10.5,581.273758,8.12699,9.82079,12.567489999999998,7.440709999999999,15.04369,8.96826,10.90567,10.22238,10.72985,5.32476,10.10135,7.91212,7.8339,30.0,5.0,5.0,9.62597,9.72437,12.9615,773.33333,25.0,27.0,27.0,2.0,3.0,9.7433,8.996849999999998,9.27422,10.90415,200.0,33.33333,5,2,2,3,3,3,2,2,2,2,2,1,2,2,2,1,2,3,2,2,3,4,3,4,3,3,3,3,2,3,4,1,1,1,1,2,2,3,2,2
10.42,497.216962,7.453760000000001,7.55475,12.567489999999998,7.63232,12.18062,8.04592,8.428240000000002,10.89263,11.68007,9.88273,11.61328,9.52493,9.10865,30.0,5.0,5.0,9.62597,9.72437,12.9615,773.33333,25.0,27.0,27.0,2.0,3.0,9.7433,8.996849999999998,9.27422,10.90415,200.0,33.33333,6,2,2,3,3,3,2,2,2,2,2,1,2,2,2,1,2,3,2,2,3,4,3,4,3,3,3,3,2,3,4,1,1,1,1,2,2,3,5,5
10.42,476.0586,9.00789,9.15299,12.567489999999998,9.1701,12.18062,8.04592,8.72693,10.89263,11.68007,9.88273,11.61328,9.52493,9.10865,30.0,5.0,5.0,9.62597,9.72437,12.9615,773.33333,25.0,27.0,27.0,2.0,3.0,9.7433,8.996849999999998,9.27422,10.90415,200.0,33.33333,6,2,2,3,3,3,2,2,2,2,2,1,2,2,2,1,2,3,2,2,3,4,3,4,3,3,3,3,2,3,4,1,1,1,1,2,2,3,5,5
10.33,581.8505879999999,6.93942,7.87932,12.567489999999998,8.83577,12.18062,7.495559999999999,7.532170000000001,10.89263,11.17158,11.82488,9.0796,8.994789999999998,9.34052,30.0,5.0,5.0,9.62597,9.72437,12.9615,773.33333,25.0,27.0,27.0,2.0,3.0,9.7433,8.996849999999998,9.27422,10.90415,200.0,33.33333,5,2,2,3,3,3,2,2,2,2,2,1,2,2,2,1,2,3,2,2,3,4,3,4,3,3,3,3,2,3,4,1,1,1,1,2,2,3,0,0
10.33,578.43843,8.12699,8.23773,10.965,10.66007,13.15938,9.86291,9.399640000000002,11.28642,13.04932,9.43432,13.91988,7.91212,9.34052,30.0,5.0,5.0,9.62597,9.72437,12.9615,773.33333,25.0,27.0,27.0,2.0,3.0,9.7433,8.996849999999998,9.27422,10.90415,200.0,33.33333,6,2,2,3,3,3,2,2,2,2,2,1,2,2,2,1,2,3,2,2,3,4,3,4,3,3,3,3,2,3,4,1,1,1,1,2,2,3,4,4
10.25,529.236578,9.51164,7.87932,10.965,11.54818,12.18062,8.7748,7.532170000000001,9.60729,9.65449,9.88273,10.445390000000002,8.994789999999998,9.58447,30.0,5.0,5.0,9.62597,9.72437,12.9615,773.33333,25.0,27.0,27.0,2.0,3.0,9.7433,8.996849999999998,9.27422,10.90415,200.0,33.33333,5,2,2,3,3,3,2,2,2,2,2,1,2,2,2,1,2,3,2,2,3,4,3,4,3,3,3,3,2,3,4,1,1,1,1,2,2,3,2,2
9.92,512.159172,7.453760000000001,12.852619999999998,12.567489999999998,11.54818,11.50099,8.22519,7.532170000000001,11.61908,10.96132,6.493500000000002,12.79881,7.91212,7.19013,30.0,5.0,5.0,9.62597,9.72437,12.9615,773.33333,25.0,27.0,27.0,2.0,3.0,9.7433,8.996849999999998,9.27422,10.90415,200.0,33.33333,5,2,2,3,3,3,2,2,2,2,2,1,2,2,2,1,2,3,2,2,3,4,3,4,3,3,3,3,2,3,4,1,1,1,1,2,2,3,2,2
9.75,589.3317959999999,8.55821,10.82106,12.567489999999998,8.83577,11.50099,7.495559999999999,9.0457,9.29058,9.3078,10.61066,12.12899,7.91212,8.88647,30.0,5.0,5.0,9.62597,9.72437,12.9615,773.33333,25.0,27.0,27.0,2.0,3.0,9.7433,8.996849999999998,9.27422,10.90415,200.0,33.33333,5,2,2,3,3,3,2,2,2,2,2,1,2,2,2,1,2,3,2,2,3,4,3,4,3,3,3,3,2,3,4,1,1,1,1,2,2,3,2,2
9.75,629.0785619999999,7.20676,8.23773,12.567489999999998,7.07874,9.30655,9.86291,11.76022,10.89263,10.72985,9.88273,12.79881,8.46496,8.67085,30.0,5.0,5.0,9.62597,9.72437,12.9615,773.33333,25.0,27.0,27.0,2.0,3.0,9.7433,8.996849999999998,9.27422,10.90415,200.0,33.33333,5,2,2,3,3,3,2,2,2,2,2,1,2,2,2,1,2,3,2,2,3,4,3,4,3,3,3,3,2,3,4,1,1,1,1,2,2,3,4,4
10.58,405.59024,8.77882,7.87932,8.43447,7.56508,7.23115,8.7748,9.0457,10.06381,9.65449,9.00134,8.36153,12.13203,9.58447,145.0,18.0,4.0,7.7098,10.04546,11.79092,773.33333,23.0,26.000000000000004,26.000000000000004,1.0,1.0,8.83963,8.22671,6.01233,9.1022,250.0,50.0,5,1,2,3,5,4,1,1,1,1,2,2,2,2,2,2,1,2,2,2,3,3,3,3,2,3,2,2,2,2,2,2,2,4,2,2,2,2,5,5
10.17,560.859188,10.97885,9.15299,8.33331,7.63232,5.92238,7.097489999999999,7.532170000000001,8.08848,8.47905,10.87826,10.801940000000002,12.13203,8.67085,145.0,18.0,4.0,7.7098,10.04546,11.79092,773.33333,23.0,26.000000000000004,26.000000000000004,1.0,1.0,8.83963,8.22671,6.01233,9.1022,250.0,50.0,5,1,2,3,5,4,1,1,1,1,2,2,2,2,2,2,1,2,2,2,3,3,3,3,2,3,2,2,2,2,2,2,2,4,2,2,2,2,2,2
10.08,615.9188320000001,12.60945,7.55475,7.50627,8.05152,12.18062,9.17072,8.72693,12.29825,11.68007,10.1163,10.10135,8.46496,9.10865,145.0,18.0,4.0,7.7098,10.04546,11.79092,773.33333,23.0,26.000000000000004,26.000000000000004,1.0,1.0,8.83963,8.22671,6.01233,9.1022,250.0,50.0,6,1,2,3,5,4,1,1,1,1,2,2,2,2,2,2,1,2,2,2,3,3,3,3,2,3,2,2,2,2,2,2,2,4,2,2,2,2,4,4
10.08,586.0941459999999,10.97885,7.87932,8.8384,8.05152,9.60657,10.45984,9.399640000000002,11.74392,11.17158,11.82488,12.79881,7.35062,8.45942,145.0,18.0,4.0,7.7098,10.04546,11.79092,773.33333,23.0,26.000000000000004,26.000000000000004,1.0,1.0,8.83963,8.22671,6.01233,9.1022,250.0,50.0,5,1,2,3,5,4,1,1,1,1,2,2,2,2,2,2,1,2,2,2,3,3,3,3,2,3,2,2,2,2,2,2,2,4,2,2,2,2,0,0
10.08,557.8141880000001,7.34686,9.15299,8.227760000000002,5.25253,9.00419,3.967880000000001,9.0457,12.29825,14.5106,10.3576,10.445390000000002,12.13203,9.58447,145.0,18.0,4.0,7.7098,10.04546,11.79092,773.33333,23.0,26.000000000000004,26.000000000000004,1.0,1.0,8.83963,8.22671,6.01233,9.1022,250.0,50.0,6,1,2,3,5,4,1,1,1,1,2,2,2,2,2,2,1,2,2,2,3,3,3,3,2,3,2,2,2,2,2,2,2,4,2,2,2,2,4,4
10.08,611.186052,12.60945,8.23773,10.28695,13.33453,9.89746,9.86291,11.76022,13.046469999999998,13.04932,9.43432,10.801940000000002,7.91212,9.8488,145.0,18.0,4.0,7.7098,10.04546,11.79092,773.33333,23.0,26.000000000000004,26.000000000000004,1.0,1.0,8.83963,8.22671,6.01233,9.1022,250.0,50.0,5,1,2,3,5,4,1,1,1,1,2,2,2,2,2,2,1,2,2,2,3,3,3,3,2,3,2,2,2,2,2,2,2,4,2,2,2,2,4,4
10.000000000000002,595.4174660000001,9.79644,8.23773,9.26414,9.56347,10.21804,11.30153,10.28978,12.29825,11.68007,10.1163,11.61328,6.27013,8.04235,145.0,18.0,4.0,7.7098,10.04546,11.79092,773.33333,23.0,26.000000000000004,26.000000000000004,1.0,1.0,8.83963,8.22671,6.01233,9.1022,250.0,50.0,6,1,2,3,5,4,1,1,1,1,2,2,2,2,2,2,1,2,2,2,3,3,3,3,2,3,2,2,2,2,2,2,2,4,2,2,2,2,4,4
10.000000000000002,565.3821919999999,10.97885,12.852619999999998,12.567489999999998,13.33453,10.57259,10.83607,8.1368,9.91526,9.99175,9.2165,11.61328,10.83953,9.34052,145.0,18.0,4.0,7.7098,10.04546,11.79092,773.33333,23.0,26.000000000000004,26.000000000000004,1.0,1.0,8.83963,8.22671,6.01233,9.1022,250.0,50.0,5,1,2,3,5,4,1,1,1,1,2,2,2,2,2,2,1,2,2,2,3,3,3,3,2,3,2,2,2,2,2,2,2,4,2,2,2,2,2,2
10.000000000000002,599.3568740000001,8.34208,6.677579999999999,9.26414,5.25253,9.3814,7.865749999999999,10.90567,12.29825,14.5106,10.1163,12.12899,10.83953,10.47786,145.0,18.0,4.0,7.7098,10.04546,11.79092,773.33333,23.0,26.000000000000004,26.000000000000004,1.0,1.0,8.83963,8.22671,6.01233,9.1022,250.0,50.0,6,1,2,3,5,4,1,1,1,1,2,2,2,2,2,2,1,2,2,2,3,3,3,3,2,3,2,2,2,2,2,2,2,4,2,2,2,2,4,4
10.000000000000002,591.0492040000001,10.97885,9.15299,10.28695,7.440709999999999,5.92238,14.87956,13.45388,11.74392,10.72985,10.87826,10.445390000000002,7.91212,9.8488,145.0,18.0,4.0,7.7098,10.04546,11.79092,773.33333,23.0,26.000000000000004,26.000000000000004,1.0,1.0,8.83963,8.22671,6.01233,9.1022,250.0,50.0,6,1,2,3,5,4,1,1,1,1,2,2,2,2,2,2,1,2,2,2,3,3,3,3,2,3,2,2,2,2,2,2,2,4,2,2,2,2,0,0
9.92,569.44776,9.51164,8.23773,8.8384,8.60452,9.30655,6.649260000000001,10.28978,12.29825,13.04932,8.78784,10.10135,10.10603,8.45942,145.0,18.0,4.0,7.7098,10.04546,11.79092,773.33333,23.0,26.000000000000004,26.000000000000004,1.0,1.0,8.83963,8.22671,6.01233,9.1022,250.0,50.0,5,1,2,3,5,4,1,1,1,1,2,2,2,2,2,2,1,2,2,2,3,3,3,3,2,3,2,2,2,2,2,2,2,4,2,2,2,2,4,4
9.92,484.68804,9.92578,5.88997,9.85265,5.9791,9.30655,7.30132,7.19857,10.543369999999998,10.34719,8.77467,10.445390000000002,12.13203,8.2504,145.0,18.0,4.0,7.7098,10.04546,11.79092,773.33333,23.0,26.000000000000004,26.000000000000004,1.0,1.0,8.83963,8.22671,6.01233,9.1022,250.0,50.0,5,1,2,3,5,4,1,1,1,1,2,2,2,2,2,2,1,2,2,2,3,3,3,3,2,3,2,2,2,2,2,2,2,4,2,2,2,2,5,5
9.83,443.122858,9.79644,9.82079,9.26414,8.83577,7.23115,8.04592,3.1268,9.33501,8.89752,7.93271,11.18387,12.13203,8.45942,145.0,18.0,4.0,7.7098,10.04546,11.79092,773.33333,23.0,26.000000000000004,26.000000000000004,1.0,1.0,8.83963,8.22671,6.01233,9.1022,250.0,50.0,5,1,2,3,5,4,1,1,1,1,2,2,2,2,2,2,1,2,2,2,3,3,3,3,2,3,2,2,2,2,2,2,2,4,2,2,2,2,5,5
10.58,676.06471,10.97885,10.82106,12.567489999999998,11.54818,13.15938,11.92201,10.90567,10.89263,11.17158,9.65595,12.12899,12.13203,8.2504,145.0,18.0,4.0,7.7098,10.04546,11.79092,773.33333,23.0,26.000000000000004,26.000000000000004,1.0,1.0,8.83963,8.22671,6.01233,9.1022,250.0,50.0,6,1,2,3,5,4,1,1,1,1,2,2,2,2,2,2,1,2,2,2,3,3,3,3,2,3,2,2,2,2,2,2,2,4,2,2,2,2,4,4
10.58,547.3711480000001,10.12086,10.82106,12.567489999999998,9.1701,9.30655,10.83607,10.28978,11.74392,11.17158,10.1163,12.12899,12.13203,7.40977,145.0,18.0,4.0,7.7098,10.04546,11.79092,773.33333,23.0,26.000000000000004,26.000000000000004,1.0,1.0,8.83963,8.22671,6.01233,9.1022,250.0,50.0,5,1,2,3,5,4,1,1,1,1,2,2,2,2,2,2,1,2,2,2,3,3,3,3,2,3,2,2,2,2,2,2,2,4,2,2,2,2,0,0
10.42,576.910388,7.34686,7.55475,12.567489999999998,6.90346,15.04369,7.68295,8.72693,10.89263,11.17158,7.714189999999999,10.445390000000002,7.91212,6.9618,145.0,18.0,4.0,7.7098,10.04546,11.79092,773.33333,23.0,26.000000000000004,26.000000000000004,1.0,1.0,8.83963,8.22671,6.01233,9.1022,250.0,50.0,5,1,2,3,5,4,1,1,1,1,2,2,2,2,2,2,1,2,2,2,3,3,3,3,2,3,2,2,2,2,2,2,2,4,2,2,2,2,4,4
10.42,556.5166899999999,9.25019,10.82106,12.567489999999998,9.56347,10.98651,8.96826,7.532170000000001,10.22238,10.34719,8.36223,10.445390000000002,7.91212,8.67085,145.0,18.0,4.0,7.7098,10.04546,11.79092,773.33333,23.0,26.000000000000004,26.000000000000004,1.0,1.0,8.83963,8.22671,6.01233,9.1022,250.0,50.0,6,1,2,3,5,4,1,1,1,1,2,2,2,2,2,2,1,2,2,2,3,3,3,3,2,3,2,2,2,2,2,2,2,4,2,2,2,2,2,2
10.42,661.238828,11.61875,10.82106,12.567489999999998,10.0428,12.18062,14.87956,13.45388,13.046469999999998,14.5106,11.82488,13.91988,10.83953,10.47786,145.0,18.0,4.0,7.7098,10.04546,11.79092,773.33333,23.0,26.000000000000004,26.000000000000004,1.0,1.0,8.83963,8.22671,6.01233,9.1022,250.0,50.0,6,1,2,3,5,4,1,1,1,1,2,2,2,2,2,2,1,2,2,2,3,3,3,3,2,3,2,2,2,2,2,2,2,4,2,2,2,2,0,0
10.33,644.020694,10.12086,9.15299,10.965,7.8348,8.31437,7.865749999999999,10.28978,12.29825,14.5106,8.57506,10.10135,6.80582,8.67085,145.0,18.0,4.0,7.7098,10.04546,11.79092,773.33333,23.0,26.000000000000004,26.000000000000004,1.0,1.0,8.83963,8.22671,6.01233,9.1022,250.0,50.0,6,1,2,3,5,4,1,1,1,1,2,2,2,2,2,2,1,2,2,2,3,3,3,3,2,3,2,2,2,2,2,2,2,4,2,2,2,2,4,4
10.25,645.101162,7.90958,8.64972,12.567489999999998,8.28542,9.60657,12.86202,13.45388,13.046469999999998,14.5106,8.78784,11.61328,7.35062,10.47786,145.0,18.0,4.0,7.7098,10.04546,11.79092,773.33333,23.0,26.000000000000004,26.000000000000004,1.0,1.0,8.83963,8.22671,6.01233,9.1022,250.0,50.0,6,1,2,3,5,4,1,1,1,1,2,2,2,2,2,2,1,2,2,2,3,3,3,3,2,3,2,2,2,2,2,2,2,4,2,2,2,2,4,4
10.17,532.989584,9.79644,6.61933,12.567489999999998,8.05152,10.57259,9.44578,9.8041,12.29825,13.04932,10.87826,11.61328,9.52493,8.67085,145.0,18.0,4.0,7.7098,10.04546,11.79092,773.33333,23.0,26.000000000000004,26.000000000000004,1.0,1.0,8.83963,8.22671,6.01233,9.1022,250.0,50.0,5,1,2,3,5,4,1,1,1,1,2,2,2,2,2,2,1,2,2,2,3,3,3,3,2,3,2,2,2,2,2,2,2,4,2,2,2,2,0,0
10.08,599.179426,10.12086,10.82106,12.567489999999998,8.54449,10.57259,12.86202,10.90567,10.22238,10.34719,10.1163,13.91988,12.13203,9.10865,145.0,18.0,4.0,7.7098,10.04546,11.79092,773.33333,23.0,26.000000000000004,26.000000000000004,1.0,1.0,8.83963,8.22671,6.01233,9.1022,250.0,50.0,5,1,2,3,5,4,1,1,1,1,2,2,2,2,2,2,1,2,2,2,3,3,3,3,2,3,2,2,2,2,2,2,2,4,2,2,2,2,0,0
9.83,657.428022,9.00789,8.64972,10.965,9.1701,10.57259,14.87956,10.28978,11.28642,11.68007,8.14839,13.91988,7.91212,9.8488,145.0,18.0,4.0,7.7098,10.04546,11.79092,773.33333,23.0,26.000000000000004,26.000000000000004,1.0,1.0,8.83963,8.22671,6.01233,9.1022,250.0,50.0,5,1,2,3,5,4,1,1,1,1,2,2,2,2,2,2,1,2,2,2,3,3,3,3,2,3,2,2,2,2,2,2,2,4,2,2,2,2,4,4
9.75,547.5140580000001,8.22877,10.54302,12.567489999999998,8.04213,10.16538,7.938719999999999,8.688280000000002,8.94299,8.47905,6.2662700000000005,10.445390000000002,5.695990000000001,7.19013,145.0,18.0,4.0,7.7098,10.04546,11.79092,773.33333,23.0,26.000000000000004,26.000000000000004,1.0,1.0,8.83963,8.22671,6.01233,9.1022,250.0,50.0,5,1,2,3,5,4,1,1,1,1,2,2,2,2,2,2,1,2,2,2,3,3,3,3,2,3,2,2,2,2,2,2,2,4,2,2,2,2,2,2
9.75,516.330018,12.60945,10.82106,6.13793,8.54449,8.6804,10.83607,8.428240000000002,10.89263,10.34719,11.22665,11.61328,12.13203,10.47786,145.0,18.0,4.0,7.7098,10.04546,11.79092,773.33333,23.0,26.000000000000004,26.000000000000004,1.0,1.0,8.83963,8.22671,6.01233,9.1022,250.0,50.0,5,1,2,3,5,4,1,1,1,1,2,2,2,2,2,2,1,2,2,2,3,3,3,3,2,3,2,2,2,2,2,2,2,4,2,2,2,2,0,0
9.75,598.550758,7.90958,7.55475,12.567489999999998,7.18637,11.50099,8.22519,8.428240000000002,9.91526,10.72985,14.16594,10.445390000000002,10.10603,8.88647,145.0,18.0,4.0,7.7098,10.04546,11.79092,773.33333,23.0,26.000000000000004,26.000000000000004,1.0,1.0,8.83963,8.22671,6.01233,9.1022,250.0,50.0,5,1,2,3,5,4,1,1,1,1,2,2,2,2,2,2,1,2,2,2,3,3,3,3,2,3,2,2,2,2,2,2,2,4,2,2,2,2,0,0
10.58,513.2438679999999,9.76299,8.64972,9.528710000000002,9.30546,10.98651,9.12732,6.83123,10.22238,10.72985,7.714189999999999,10.445390000000002,9.52493,8.88647,28.0,7.000000000000001,7.0,9.90835,8.15958,8.99347,792.66667,5.0,23.000000000000004,23.000000000000004,2.0,4.0,8.83963,7.18418,3.83998,9.1022,182.22222,182.22222,6,1,1,3,4,4,1,1,2,2,3,2,1,1,2,2,1,1,4,1,3,3,2,2,3,3,3,3,4,2,3,2,2,1,1,1,2,1,5,5
10.5,565.126786,9.25019,9.82079,12.567489999999998,10.0428,10.21804,8.96826,8.72693,9.60729,9.65449,10.61066,10.445390000000002,7.91212,8.67085,28.0,7.000000000000001,7.0,9.90835,8.15958,8.99347,792.66667,5.0,23.000000000000004,23.000000000000004,2.0,4.0,8.83963,7.18418,3.83998,9.1022,182.22222,182.22222,5,1,1,3,4,4,1,1,2,2,3,2,1,1,2,2,1,1,4,1,3,3,2,2,3,3,3,3,4,2,3,2,2,1,1,1,2,1,3,3
10.42,557.0950180000001,9.13432,7.87932,10.28695,8.28542,9.00419,8.96826,8.72693,8.54792,8.47905,6.78757,10.445390000000002,7.35062,7.62363,28.0,7.000000000000001,7.0,9.90835,8.15958,8.99347,792.66667,5.0,23.000000000000004,23.000000000000004,2.0,4.0,8.83963,7.18418,3.83998,9.1022,182.22222,182.22222,5,1,1,3,4,4,1,1,2,2,3,2,1,1,2,2,1,1,4,1,3,3,2,2,3,3,3,3,4,2,3,2,2,1,1,1,2,1,3,3
10.42,444.473112,9.79644,7.55475,7.90321,7.59728,8.31437,8.96826,7.84162,8.08848,7.22491,7.714189999999999,10.10135,8.46496,6.465270000000001,28.0,7.000000000000001,7.0,9.90835,8.15958,8.99347,792.66667,5.0,23.000000000000004,23.000000000000004,2.0,4.0,8.83963,7.18418,3.83998,9.1022,182.22222,182.22222,3,1,1,3,4,4,1,1,2,2,3,2,1,1,2,2,1,1,4,1,3,3,2,2,3,3,3,3,4,2,3,2,2,1,1,1,2,1,5,5
10.17,574.1989040000001,9.79644,7.24879,12.567489999999998,7.63232,11.036440000000002,6.649260000000001,10.90567,9.91526,9.99175,8.57506,10.801940000000002,7.91212,9.34052,28.0,7.000000000000001,7.0,9.90835,8.15958,8.99347,792.66667,5.0,23.000000000000004,23.000000000000004,2.0,4.0,8.83963,7.18418,3.83998,9.1022,182.22222,182.22222,5,1,1,3,4,4,1,1,2,2,3,2,1,1,2,2,1,1,4,1,3,3,2,2,3,3,3,3,4,2,3,2,2,1,1,1,2,1,3,3
10.000000000000002,565.38084,9.25019,12.852619999999998,9.03816,13.33453,13.15938,11.92201,10.90567,10.22238,10.34719,9.2165,10.445390000000002,7.91212,9.10865,28.0,7.000000000000001,7.0,9.90835,8.15958,8.99347,792.66667,5.0,23.000000000000004,23.000000000000004,2.0,4.0,8.83963,7.18418,3.83998,9.1022,182.22222,182.22222,5,1,1,3,4,4,1,1,2,2,3,2,1,1,2,2,1,1,4,1,3,3,2,2,3,3,3,3,4,2,3,2,2,1,1,1,2,1,3,3
9.92,446.7992679999999,7.20676,8.64972,12.567489999999998,7.440709999999999,13.15938,10.45984,7.84162,8.08848,7.92896,8.57506,13.91988,10.83953,8.67085,28.0,7.000000000000001,7.0,9.90835,8.15958,8.99347,792.66667,5.0,23.000000000000004,23.000000000000004,2.0,4.0,8.83963,7.18418,3.83998,9.1022,182.22222,182.22222,5,1,1,3,4,4,1,1,2,2,3,2,1,1,2,2,1,1,4,1,3,3,2,2,3,3,3,3,4,2,3,2,2,1,1,1,2,1,5,5
9.92,572.0541900000001,7.67022,7.86295,12.567489999999998,10.0428,10.57259,10.14141,10.90567,13.046469999999998,14.5106,9.43432,9.76177,9.52493,11.399,28.0,7.000000000000001,7.0,9.90835,8.15958,8.99347,792.66667,5.0,23.000000000000004,23.000000000000004,2.0,4.0,8.83963,7.18418,3.83998,9.1022,182.22222,182.22222,5,1,1,3,4,4,1,1,2,2,3,2,1,1,2,2,1,1,4,1,3,3,2,2,3,3,3,3,4,2,3,2,2,1,1,1,2,1,3,3
9.83,514.0205659999999,8.77882,9.82079,12.567489999999998,10.0428,9.00419,7.865749999999999,8.428240000000002,8.94299,8.92588,9.43432,13.91988,7.35062,7.62363,28.0,7.000000000000001,7.0,9.90835,8.15958,8.99347,792.66667,5.0,23.000000000000004,23.000000000000004,2.0,4.0,8.83963,7.18418,3.83998,9.1022,182.22222,182.22222,5,1,1,3,4,4,1,1,2,2,3,2,1,1,2,2,1,1,4,1,3,3,2,2,3,3,3,3,4,2,3,2,2,1,1,1,2,1,5,5
9.75,491.8152499999999,9.00789,12.852619999999998,7.55525,9.1701,12.18062,8.07122,7.532170000000001,9.29058,9.3078,10.61066,10.445390000000002,7.91212,7.62363,28.0,7.000000000000001,7.0,9.90835,8.15958,8.99347,792.66667,5.0,23.000000000000004,23.000000000000004,2.0,4.0,8.83963,7.18418,3.83998,9.1022,182.22222,182.22222,5,1,1,3,4,4,1,1,2,2,3,2,1,1,2,2,1,1,4,1,3,3,2,2,3,3,3,3,4,2,3,2,2,1,1,1,2,1,5,5
9.75,413.5458520000001,9.00789,7.87932,9.85265,9.1701,9.30655,10.14141,6.42311,8.94299,8.47905,8.57506,9.0796,8.46496,8.04235,28.0,7.000000000000001,7.0,9.90835,8.15958,8.99347,792.66667,5.0,23.000000000000004,23.000000000000004,2.0,4.0,8.83963,7.18418,3.83998,9.1022,182.22222,182.22222,3,1,1,3,4,4,1,1,2,2,3,2,1,1,2,2,1,1,4,1,3,3,2,2,3,3,3,3,4,2,3,2,2,1,1,1,2,1,5,5
9.75,537.7785879999999,8.55821,12.852619999999998,12.567489999999998,13.33453,15.04369,11.92201,9.8041,10.22238,9.3078,10.61066,8.72843,7.35062,6.9618,28.0,7.000000000000001,7.0,9.90835,8.15958,8.99347,792.66667,5.0,23.000000000000004,23.000000000000004,2.0,4.0,8.83963,7.18418,3.83998,9.1022,182.22222,182.22222,5,1,1,3,4,4,1,1,2,2,3,2,1,1,2,2,1,1,4,1,3,3,2,2,3,3,3,3,4,2,3,2,2,1,1,1,2,1,1,1
9.67,531.5552759999999,9.00789,9.82079,9.75883,9.1701,10.98651,10.34083,9.399640000000002,10.22238,11.17158,10.61066,11.61328,12.13203,10.8815,28.0,7.000000000000001,7.0,9.90835,8.15958,8.99347,792.66667,5.0,23.000000000000004,23.000000000000004,2.0,4.0,8.83963,7.18418,3.83998,9.1022,182.22222,182.22222,5,1,1,3,4,4,1,1,2,2,3,2,1,1,2,2,1,1,4,1,3,3,2,2,3,3,3,3,4,2,3,2,2,1,1,1,2,1,5,5
10.5,505.633334,7.90958,10.82106,8.65929,13.33453,9.30655,10.83607,8.54491,9.29058,8.92588,4.467,13.91988,10.83953,10.47786,28.0,7.000000000000001,7.0,9.90835,8.15958,8.99347,792.66667,5.0,23.000000000000004,23.000000000000004,2.0,4.0,8.83963,7.18418,3.83998,9.1022,182.22222,182.22222,5,1,1,3,4,4,1,1,2,2,3,2,1,1,2,2,1,1,4,1,3,3,2,2,3,3,3,3,4,2,3,2,2,1,1,1,2,1,5,5
10.25,591.347704,14.77909,12.852619999999998,12.567489999999998,13.33453,10.57259,14.87956,10.28978,8.94299,8.92588,9.88273,13.91988,10.83953,10.14182,28.0,7.000000000000001,7.0,9.90835,8.15958,8.99347,792.66667,5.0,23.000000000000004,23.000000000000004,2.0,4.0,8.83963,7.18418,3.83998,9.1022,182.22222,182.22222,5,1,1,3,4,4,1,1,2,2,3,2,1,1,2,2,1,1,4,1,3,3,2,2,3,3,3,3,4,2,3,2,2,1,1,1,2,1,3,3
