dim_01,dim_02,dim_03,dim_04,dim_05,dim_06,dim_07,dim_08,dim_09,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19,dim_20,dim_21,dim_22,dim_23,cluster,cluster_cat
1.3539635723711163,2.512821714785888,-0.8931787884512579,-0.2837694013342776,0.4312129495379231,-1.663833588696534,0.8274435866349319,0.9883221868836304,1.1530915391151857,-0.4501969968525636,0.1000043008662944,-0.3582233365880025,-0.089787626583389,-0.2074047590881315,-0.0258168303117128,-0.0973451364642215,-0.0720340659390746,-0.0466372256840773,0.0342322643768266,-0.3323459789337144,0.1657883939323394,-0.1170113185050754,0.0699886952215932,0,STU_0
-1.7327358771458383,-0.1601417255796063,0.1793864082678196,-0.3726259313124071,0.4798908178566453,-1.7456862444394372,0.0793505288249433,0.7677848218185795,0.947252425792848,0.1471065648350633,0.1076311949636935,-0.3621644411016869,-0.1328993328922419,-0.1799591566258338,-0.0321629258389903,-0.0987021401949629,-0.0443969915471103,-0.0444496409947037,0.0466003794684601,-0.3068119978930538,0.0946544218624521,-0.0672443796139699,0.0905156257968461,5,STU_5
-0.1196282192240721,-0.969051110409158,-0.7907973001778764,-0.451957264631759,0.5542823359301358,-1.6203671748549964,-0.9290279485540668,0.6613203871007177,0.9989058886997484,0.6180845008119584,0.1003681980998374,-0.3669504683292417,-0.098350406287183,-0.1816374018221734,-0.0273814361998649,-0.0866750542609405,-0.0267654201275898,-0.0740671449811981,0.0225963682903323,-0.2832465211652874,0.0993829285677555,-0.0953923163987806,0.102321663301846,3,STU_3
2.2205233414158125,-1.299200067881777,-0.7240415610302291,-0.4114515768884371,0.4583162542932104,-1.6938559417019436,-1.5088711337351437,0.8866948028807726,1.0381808366186231,-0.0002385400261318,0.095429460753804,-0.3841161862820481,-0.1300769611238352,-0.1400694008418388,-0.0146156190655848,-0.0845675397194815,0.0086648377282302,-0.0434640096968366,-0.0005304709030343,-0.2715840343189068,0.082460154866782,-0.0863493450568779,0.1056526650783345,3,STU_3
-5.840337049633903,1.012211618807355,-2.083511839444508,-0.4534280297037902,0.5620798954784779,-1.7546638516423765,-0.3782450385959977,0.586825667650325,1.1027779315098356,0.8710906137610608,0.0943325844800943,-0.3923461282406622,-0.1430973446688573,-0.1433204017910489,0.0040653481615514,-0.0972738165770069,-0.0176476446989573,-0.0508275473455988,-0.0063098537968153,-0.2935426221308351,0.0780175766268148,-0.0616194971099838,0.1064951142407441,5,STU_5
0.0909009422458167,-1.6229780268383618,-0.3631032748125817,-0.3617259448681875,0.3660653032955301,-1.7744240025997349,-0.2105367086673082,0.9398236793144668,0.9930453807083788,-0.4845773296335699,0.0832074357612362,-0.3731086678784073,-0.1067050110738332,-0.1889895938669679,-0.0095422395464793,-0.0743116412140413,-0.0592826490579885,-0.0471057590995343,0.0197920194271705,-0.3047316426476185,0.1176051449186897,-0.0869680869505531,0.0944809897426594,3,STU_3
4.315860434286629,-1.327985988152332,-1.593397071608712,-0.3636845036732718,0.4375543574365864,-1.7152861310420529,1.513888189291126,0.731437796218448,1.0587189736933356,-0.0696308883398571,0.0938319662301477,-0.3715808035361656,-0.0844925859941943,-0.2321158647878661,-0.0438710417022917,-0.1029907571539428,-0.0636001816087426,-0.0602838707775961,0.0540001501675955,-0.3096314459926481,0.1408407518443589,-0.1128420998493331,0.0713321724162338,4,STU_4
-3.3174840038276225,0.0116280794261472,-0.121740864132705,-0.3686459519681069,0.4967903830047988,-1.5528219156441625,-1.319803947160352,0.748134508213806,1.0375477056038416,-0.0133168833503737,0.1024919322524809,-0.3543068459281302,-0.1057951130193419,-0.1620499200521311,-0.0338136379576015,-0.0865131847488054,-0.0300548676528321,-0.0383816091778397,0.0238135387909849,-0.2998511833634894,0.1035770343277996,-0.0772856525191199,0.0995396349435247,5,STU_5
2.5392665516902424,-3.554124045684189,-0.8641046845587965,-0.5665391513213918,0.6251967351295105,-1.6999837856767217,0.2273889069079977,0.3686675198556117,1.0275666284302576,1.2245389254381998,0.0937881448986523,-0.3841663892528396,-0.1016787757289937,-0.1914036880757559,-0.0241763340177112,-0.1125219254576126,-0.0292704686999429,-0.0643513373707642,0.0158780294078577,-0.2803547231711049,0.1035086747288694,-0.0898714223688417,0.104381868463672,3,STU_3
0.4856291761459774,1.2382673119453402,1.2149009096032253,-0.5630611767354938,0.5918145007200366,-1.771328096925757,1.4199309383126868,0.4373102443002492,0.9803879270341692,1.2405614313838986,0.0972357410146977,-0.3549111374977264,-0.0699676554213526,-0.2138625877934059,-0.0509328690218324,-0.0852967455025731,-0.072933807109121,-0.0426204578487788,0.0524596797834741,-0.3177800462557448,0.140175483482029,-0.1046588530606936,0.0949561818183684,3,STU_3
