Predicted values,Predicted values,Predicted values,Predicted values,Predicted values,Predicted values,Predicted values,recall
0,1,2,3,4,5,6,
207.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,105.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,227.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,162.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,207.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,199.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,49.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
